rating_id,movie_id,user_id,rating,rating_date
80,50,106,6,2023-01-10
81,58,114,9,2023-12-30
82,21,131,3,2023-05-22
83,70,105,4,2023-05-26
84,23,137,7,2022-09-04
85,48,115,4,2023-02-03
86,52,134,5,2023-04-30
87,30,129,10,2022-09-26
88,81,109,2,2022-01-22
89,89,101,10,2023-02-10
90,92,119,7,2023-05-27
91,48,130,6,2023-08-20
92,41,112,6,2022-03-31
93,24,132,8,2023-07-03
94,16,140,10,2022-08-25
95,99,135,7,2022-08-06
96,53,111,4,2023-11-21
97,87,102,7,2022-11-13
98,59,108,10,2022-10-26
99,51,115,7,2022-02-11
100,62,123,7,2023-09-17
101,49,115,2,2022-11-19
102,14,137,2,2023-03-26
103,4,110,8,2022-06-29
104,46,127,6,2023-11-10
105,40,138,2,2022-06-12
106,35,109,3,2022-06-20
107,90,122,3,2022-09-19
108,54,123,2,2022-05-24
109,15,117,5,2023-03-09
110,94,116,3,2022-10-29
111,60,131,4,2022-08-01
112,28,117,6,2022-08-05
113,19,138,3,2023-03-10
114,17,140,8,2023-08-12
115,53,134,7,2023-07-01
116,38,105,3,2022-05-19
117,73,123,6,2022-07-12
118,71,101,8,2023-04-05
119,32,132,2,2022-02-10
120,58,106,10,2022-12-16
121,89,116,4,2022-04-29
122,37,137,8,2022-06-28
123,70,118,6,2022-01-12
124,71,111,7,2022-05-07
125,35,129,2,2022-01-27
126,81,125,3,2023-12-31
127,89,109,10,2023-03-01
128,61,132,7,2022-02-11
129,27,123,5,2022-06-17
130,45,130,10,2022-10-01
131,35,132,4,2023-09-25
132,95,122,7,2022-08-22
133,41,122,6,2023-08-23
134,37,104,6,2023-02-14
135,65,106,2,2022-10-13
136,58,121,4,2022-08-12
137,39,137,8,2023-01-26
138,99,129,7,2023-11-01
139,20,133,10,2023-05-01
140,69,111,3,2023-03-22
141,61,117,2,2022-05-26
142,38,137,3,2022-05-20
143,33,129,10,2022-05-06
144,77,122,5,2022-06-27
145,20,136,5,2023-07-19
146,75,102,7,2022-10-25
147,69,127,5,2022-09-14
148,43,102,8,2023-09-15
149,56,134,8,2023-04-16
150,9,110,4,2023-11-18
151,19,101,4,2023-02-26
152,43,127,4,2022-01-07
153,52,132,7,2023-04-15
154,36,136,7,2023-06-04
155,1,127,10,2023-12-30
156,25,129,5,2022-01-16
157,47,101,7,2022-04-16
158,99,129,10,2023-07-15
159,16,137,2,2023-05-27
160,76,101,5,2022-02-27
161,55,131,10,2022-11-26
162,6,120,5,2022-07-25
163,34,130,2,2023-03-01
164,84,140,4,2023-05-13
165,71,126,3,2022-02-06
166,48,103,5,2023-05-15
167,9,130,6,2023-09-27
168,7,103,6,2022-01-23
169,40,119,2,2023-01-25
170,10,118,6,2023-10-19
171,73,136,8,2022-12-07
172,75,122,3,2022-05-31
173,17,125,7,2022-07-20
174,67,126,9,2023-12-18
175,6,117,2,2023-03-30
176,15,105,2,2022-11-26
177,43,109,7,2023-01-08
178,91,102,5,2023-09-30
179,99,124,7,2022-08-29
180,61,132,5,2023-09-06
181,78,126,8,2022-04-02
182,98,125,6,2022-01-04
183,76,128,4,2023-11-12
184,18,108,2,2022-04-10
185,20,122,10,2022-09-11
186,44,129,8,2022-06-01
187,79,136,2,2022-07-09
188,88,114,8,2022-12-23
189,8,117,9,2022-03-07
190,77,137,10,2023-05-03
191,71,137,9,2022-03-22
192,2,101,5,2023-11-17
193,51,126,2,2023-08-24
194,52,137,9,2023-06-01
195,83,135,4,2022-12-28
196,94,136,9,2022-03-29
197,94,133,10,2022-01-09
198,60,123,5,2023-10-07
199,45,118,3,2023-11-20
200,90,105,4,2023-12-22
201,74,126,8,2022-10-15
202,33,131,9,2022-02-20
203,82,114,7,2023-08-29
204,35,106,9,2023-11-20
205,55,124,9,2022-05-28
206,90,126,4,2022-09-01
207,69,128,7,2022-11-03
208,80,127,9,2022-09-13
209,84,126,7,2023-08-20
210,44,117,4,2022-03-21
211,29,127,9,2023-09-03
212,68,135,7,2022-12-17
213,84,107,7,2022-03-27
214,14,127,3,2023-10-26
215,16,117,4,2022-11-11
216,76,104,2,2023-03-10
217,51,116,9,2022-05-11
218,14,109,3,2022-07-12
219,21,122,4,2022-12-31
220,15,103,8,2022-05-09
221,39,101,6,2022-06-22
222,31,121,8,2023-01-26
223,53,118,9,2023-03-29
224,68,137,2,2022-05-21
225,37,127,10,2022-05-29
226,95,108,8,2023-08-12
227,53,117,6,2022-09-10
228,71,123,8,2023-02-12
229,66,104,7,2022-01-12
230,22,110,7,2023-04-02
231,60,129,3,2023-04-19
232,32,108,4,2023-07-11
233,95,132,8,2022-01-17
234,61,110,4,2022-10-09
235,43,138,5,2023-07-18
236,1,128,6,2023-08-21
237,27,109,9,2023-12-06
238,24,116,10,2022-10-26
239,42,130,9,2023-11-07
240,15,116,10,2023-03-10
241,68,110,9,2023-08-29
242,25,137,6,2022-06-29
243,56,137,5,2023-10-17
244,3,124,6,2023-04-23
245,80,114,7,2023-04-07
246,57,112,9,2022-10-30
247,17,129,8,2022-11-12
248,16,122,10,2023-12-28
249,13,140,5,2022-02-05
250,27,136,4,2023-04-14
251,48,107,9,2023-10-16
252,29,101,3,2022-09-06
253,48,103,9,2023-07-05
254,66,137,9,2023-05-03
255,8,106,8,2022-04-05
256,55,117,8,2022-11-23
257,24,112,10,2023-11-09
258,45,122,9,2022-03-31
259,75,138,3,2023-02-18
260,100,124,10,2022-07-20
261,18,123,4,2023-05-29
262,25,109,5,2022-06-01
263,99,103,7,2023-09-22
264,88,104,6,2022-03-29
265,73,115,4,2023-03-17
266,89,124,7,2023-04-10
267,31,131,5,2023-08-09
268,16,113,3,2023-08-12
269,10,129,8,2023-04-03
270,33,114,8,2023-11-13
271,53,127,10,2023-09-16
272,58,112,10,2023-01-24
273,63,126,2,2022-04-21
274,10,140,5,2022-01-05
275,10,131,2,2023-05-29
276,4,130,9,2022-08-15
277,100,136,2,2023-12-26
278,83,134,3,2023-03-28
279,51,113,3,2022-12-16
280,90,113,10,2022-10-07
281,45,101,4,2022-08-22
282,53,132,7,2022-12-11
283,2,113,10,2022-12-26
284,28,128,4,2023-12-19
285,48,134,7,2023-02-02
286,2,110,5,2023-10-13
287,19,101,7,2023-08-13
288,74,106,5,2022-11-12
289,11,116,7,2023-04-14
290,77,121,5,2022-07-29
291,75,112,9,2023-03-23
292,65,113,4,2022-10-21
293,36,122,10,2022-10-17
294,86,115,2,2022-03-05
295,56,118,7,2022-10-07
296,69,111,5,2022-10-20
297,21,109,7,2022-12-08
298,61,129,10,2023-06-20
299,39,120,7,2023-10-20
300,73,120,3,2022-05-23
301,60,139,7,2022-07-29
302,97,116,3,2022-10-01
303,81,112,10,2022-06-17
304,65,122,9,2023-02-15
305,92,131,7,2022-12-03
306,86,103,8,2022-01-29
307,8,116,9,2023-09-10
308,58,120,4,2023-07-12
309,88,117,10,2023-10-03
310,83,136,4,2022-01-31
311,27,114,3,2022-12-21
312,59,130,3,2023-02-18
313,36,133,9,2022-03-23
314,21,122,7,2022-10-22
315,72,116,8,2023-10-30
316,46,128,7,2023-05-15
317,80,117,6,2022-02-17
318,18,125,10,2023-04-03
319,28,125,5,2022-09-18
320,64,138,9,2023-12-30
321,64,107,5,2023-04-29
322,23,105,3,2023-09-25
323,51,132,8,2023-12-01
324,90,136,9,2022-10-05
325,93,135,5,2022-08-12
326,10,126,8,2023-10-28
327,8,130,5,2023-01-30
328,63,110,10,2022-10-23
329,17,123,4,2022-07-05
330,26,106,2,2023-09-11
331,1,103,9,2022-02-12
332,46,101,6,2022-12-24
333,11,133,10,2022-08-04
334,90,111,8,2023-07-25
335,46,118,5,2023-10-02
336,11,110,7,2023-05-07
337,89,123,6,2023-03-01
338,39,132,3,2023-05-25
339,91,124,9,2022-02-06
340,88,120,9,2023-11-29
341,29,135,7,2023-10-19
342,72,117,2,2023-09-18
343,11,140,3,2023-02-16
344,17,134,2,2023-02-01
345,79,116,6,2022-10-30
346,86,113,6,2022-02-20
347,22,112,2,2023-10-03
348,31,122,6,2023-08-15
349,57,129,9,2023-07-07
350,25,114,2,2022-10-19
351,100,137,3,2022-04-13
352,35,102,4,2023-12-20
353,83,112,3,2023-11-19
354,100,136,8,2023-07-22
355,64,132,6,2022-08-11
356,76,112,7,2023-12-13
357,9,104,2,2023-09-20
358,47,138,3,2023-04-19
359,20,120,8,2023-10-10
360,75,134,8,2022-11-30
361,3,125,7,2022-10-03
362,37,129,4,2023-03-15
363,45,119,9,2023-04-06
364,86,117,5,2022-02-16
365,24,131,2,2023-03-23
366,39,135,6,2022-10-25
367,36,119,8,2023-09-30
368,51,121,3,2023-10-25
369,65,124,6,2023-01-08
370,22,128,10,2022-04-04
371,19,133,2,2022-04-08
372,39,120,3,2022-10-24
373,56,121,4,2023-04-02
374,99,130,3,2023-05-26
375,93,140,10,2022-11-11
376,54,119,9,2023-12-05
377,45,102,3,2023-11-09
378,59,127,3,2023-09-20
379,11,105,3,2023-11-25
380,73,121,10,2023-04-04
381,76,113,3,2023-01-05
382,4,116,4,2023-09-25
383,36,128,7,2022-09-27
384,98,108,8,2023-03-28
385,1,132,5,2023-03-26
386,87,139,7,2023-06-04
387,64,122,3,2023-04-17
388,27,140,10,2022-11-05
389,65,105,5,2022-11-14
390,86,118,6,2022-06-22
391,29,105,6,2022-05-22
392,21,127,2,2023-01-02
393,47,111,10,2023-03-05
394,6,106,9,2022-01-22
395,82,127,10,2022-12-07
396,16,116,6,2023-02-11
397,59,124,9,2023-10-12
398,64,134,3,2022-08-11
399,23,128,2,2023-01-14
400,88,121,3,2022-07-27
401,48,134,4,2023-10-25
402,99,140,8,2023-03-30
403,10,127,2,2022-12-06
404,25,140,5,2023-07-28
405,66,123,3,2023-06-25
406,79,118,5,2022-08-05
407,24,108,6,2023-10-30
408,56,117,5,2023-01-19
409,34,107,3,2023-06-10
410,47,117,4,2023-06-23
411,88,134,10,2022-02-19
412,10,137,5,2022-01-26
413,53,139,10,2023-10-03
414,63,116,3,2023-08-07
415,85,138,7,2022-05-11
416,56,128,2,2023-01-05
417,40,108,9,2023-08-20
418,65,134,8,2022-12-29
419,55,121,3,2023-07-04
420,56,125,4,2023-03-16
421,26,129,7,2022-08-04
422,85,134,5,2022-01-24
423,75,118,10,2023-08-19
424,72,109,4,2022-08-05
425,61,133,7,2022-02-11
426,91,113,4,2023-08-01
427,67,139,2,2023-05-30
428,69,108,10,2023-11-11
429,23,109,8,2022-02-25
430,12,115,3,2022-01-05
431,87,102,6,2022-10-14
432,52,138,7,2022-02-03
433,26,117,4,2023-09-10
434,50,120,10,2022-04-19
435,8,123,8,2022-04-09
436,78,128,3,2022-11-25
437,24,136,4,2023-06-16
438,66,130,7,2023-08-01
439,27,114,4,2023-05-31
440,98,110,3,2022-09-11
441,97,134,7,2022-12-22
442,60,113,3,2022-06-07
443,51,122,2,2022-06-05
444,44,113,2,2023-12-19
445,68,132,9,2023-01-01
446,100,115,10,2022-01-20
447,94,111,10,2022-11-10
448,44,107,6,2022-04-16
449,92,133,6,2022-04-02
450,84,130,10,2022-05-28
451,12,114,6,2022-08-31
452,63,130,3,2022-03-14
453,81,104,5,2022-10-28
454,98,119,4,2023-01-29
455,25,122,5,2022-09-14
456,45,109,5,2023-08-19
457,80,103,3,2022-05-20
458,10,127,8,2022-03-16
459,73,125,7,2022-12-15
460,41,112,9,2022-10-13
461,21,103,9,2022-09-18
462,44,133,4,2023-07-16
463,3,130,7,2022-03-22
464,97,135,2,2022-03-31
465,33,130,3,2022-12-11
466,74,136,7,2023-04-24
467,71,121,9,2023-07-08
468,80,108,9,2023-11-03
469,34,129,4,2022-08-09
470,39,132,5,2023-11-23
471,4,106,6,2022-03-01
472,2,124,6,2022-04-03
473,8,134,4,2023-03-02
474,64,116,2,2023-06-20
475,68,136,8,2022-04-08
476,62,108,2,2022-04-01
477,52,108,6,2022-03-05
478,79,119,3,2022-04-14
479,50,118,8,2023-11-10
480,3,121,9,2022-09-28
481,21,125,3,2023-05-01
482,26,101,6,2022-05-29
483,15,134,10,2022-01-20
484,36,122,3,2023-04-06
485,45,125,10,2022-08-12
486,9,125,9,2022-10-19
487,86,140,4,2022-12-24
488,54,116,8,2023-01-23
489,15,115,10,2022-07-24
490,42,122,4,2023-05-27
491,40,135,9,2022-06-28
492,24,119,4,2022-04-21
493,40,123,7,2023-12-07
494,44,116,6,2023-07-28
495,62,134,2,2023-01-03
496,48,139,9,2022-06-12
497,93,106,2,2023-12-10
498,86,113,7,2023-09-17
499,54,116,4,2022-12-01
500,9,130,7,2023-08-18
501,11,107,7,2023-08-15
502,36,105,8,2022-10-22
503,31,124,8,2022-01-17
504,74,137,2,2022-07-25
505,82,138,2,2023-04-02
506,45,136,8,2023-09-01
507,47,112,6,2023-11-29
508,33,110,8,2022-06-07
509,5,102,3,2023-04-03
510,65,108,5,2022-01-26
511,77,104,7,2023-05-06
512,68,138,6,2023-08-14
513,26,122,9,2023-12-27
514,74,130,7,2022-12-16
515,24,106,3,2022-06-10
516,88,136,7,2023-09-23
517,6,106,8,2023-10-01
518,68,124,7,2022-09-05
519,19,132,2,2022-02-26
520,3,130,6,2023-06-05
521,46,115,10,2023-05-06
522,30,132,5,2023-11-27
523,21,122,7,2023-05-24
524,13,128,7,2022-05-09
525,76,109,9,2023-09-08
526,2,135,4,2022-05-08
527,42,109,4,2023-06-27
528,33,139,8,2023-03-16
529,84,129,5,2023-08-04
530,5,108,9,2022-08-24
531,77,139,9,2022-09-08
532,97,111,9,2023-03-03
533,11,111,4,2022-09-28
534,21,101,3,2022-10-27
535,34,139,9,2022-07-06
536,97,110,9,2022-09-04
537,21,105,6,2023-11-12
538,69,105,3,2022-03-12
539,93,129,3,2022-11-26
540,39,116,4,2023-10-20
541,92,110,7,2023-01-10
542,83,132,5,2023-01-20
543,44,109,9,2023-05-21
544,74,108,10,2022-09-15
545,66,137,5,2023-06-15
546,37,110,4,2022-05-20
547,54,116,6,2022-09-16
548,20,134,8,2023-04-19
549,69,120,6,2022-03-10
550,77,128,3,2022-11-24
551,77,129,2,2023-11-10
552,72,121,9,2022-04-01
553,51,130,4,2023-11-03
554,29,121,5,2022-01-08
555,48,115,10,2022-06-26
556,89,128,7,2022-06-12
557,54,114,6,2022-09-26
558,94,122,10,2023-05-15
559,13,103,6,2023-09-14
560,59,118,4,2023-06-22
561,8,104,8,2023-12-26
562,8,133,7,2022-11-01
563,80,108,6,2023-04-28
564,70,111,3,2022-05-07
565,4,120,10,2023-12-17
566,5,127,8,2023-12-24
567,84,119,5,2023-09-24
568,38,136,5,2023-11-17
569,30,107,2,2022-05-24
570,90,139,2,2023-07-11
571,69,116,5,2022-03-26
572,25,129,2,2023-11-09
573,46,130,10,2022-04-12
574,16,109,4,2022-10-02
575,56,109,9,2022-04-25
576,40,117,6,2023-12-11
577,16,104,7,2023-04-27
578,61,108,2,2023-04-28
579,88,101,6,2022-01-20
580,12,133,5,2022-10-13
581,8,123,7,2022-04-13
582,100,104,8,2023-07-18
583,31,128,8,2022-05-18
584,10,117,2,2023-08-25
585,68,133,10,2023-01-20
586,33,101,8,2022-09-30
587,89,137,9,2023-05-13
588,29,113,2,2023-04-09
589,51,106,5,2022-05-14
590,68,130,5,2023-12-04
591,20,106,4,2022-04-25
592,70,136,7,2023-06-26
593,94,113,6,2022-04-26
594,57,109,8,2022-11-11
595,4,124,7,2022-02-23
596,92,133,10,2022-09-02
597,61,135,2,2023-09-14
598,27,135,8,2022-02-19
599,74,123,8,2023-04-24
600,17,134,7,2022-12-25
601,59,119,2,2023-07-09
602,30,115,5,2022-09-06
603,74,111,10,2023-12-20
604,68,122,5,2023-12-05
605,86,135,2,2022-07-25
606,64,125,8,2023-08-11
607,1,122,6,2022-06-15
608,21,133,7,2023-04-17
609,93,122,8,2023-03-03
610,12,127,7,2022-01-10
611,78,129,9,2023-01-19
612,42,102,9,2022-09-29
613,22,108,3,2023-05-29
614,18,127,3,2023-10-24
615,7,119,3,2022-04-01
616,60,116,8,2022-06-18
617,2,140,7,2022-08-30
618,53,105,7,2023-06-23
619,27,110,4,2022-03-28
620,72,123,5,2023-08-02
621,80,133,9,2022-12-11
622,42,131,8,2023-12-04
623,77,139,8,2022-04-28
624,63,123,7,2022-03-25
625,16,121,9,2022-02-24
626,31,137,7,2023-05-12
627,89,134,9,2022-05-02
628,58,132,7,2023-09-05
629,82,125,3,2022-08-06
630,24,118,10,2022-08-19
631,38,109,3,2023-08-17
632,88,140,2,2022-03-18
633,71,110,9,2022-12-11
634,95,139,7,2022-05-03
635,79,118,2,2023-10-10
636,87,123,6,2023-05-23
637,47,139,8,2022-05-15
638,32,131,4,2022-06-08
639,28,113,2,2022-08-11
640,41,112,2,2023-02-19
641,92,135,4,2023-01-11
642,28,114,2,2022-04-20
643,42,109,9,2023-08-23
644,9,124,3,2023-10-05
645,77,140,7,2022-06-03
646,82,116,2,2023-04-22
647,95,128,3,2023-12-16
648,8,126,9,2023-05-25
649,26,114,5,2023-03-26
650,58,140,10,2022-06-10
651,14,105,6,2023-02-20
652,9,138,9,2023-04-28
653,51,132,2,2022-10-20
654,26,119,10,2022-02-12
655,2,104,5,2023-04-26
656,15,128,6,2022-05-07
657,64,129,7,2023-10-04
658,38,137,8,2022-11-02
659,29,135,4,2023-04-23
660,13,122,7,2022-02-20
661,50,120,10,2023-08-16
662,3,136,10,2022-10-23
663,68,127,6,2022-05-08
664,20,109,3,2023-03-02
665,22,120,6,2022-10-20
666,4,113,4,2023-11-18
667,29,132,5,2023-12-28
668,73,113,7,2022-02-27
669,99,129,6,2023-03-20
670,85,131,7,2023-04-27
671,16,122,5,2023-03-06
672,10,135,10,2022-06-25
673,75,127,2,2023-01-16
674,23,130,4,2022-04-01
675,40,135,8,2023-02-20
676,60,123,6,2023-08-23
677,20,119,6,2022-08-23
678,71,124,5,2022-05-27
679,91,122,2,2022-01-20
680,45,113,5,2022-08-23
681,51,111,2,2022-01-13
682,96,140,7,2022-12-11
683,57,134,10,2022-03-07
684,96,119,8,2023-10-05
685,8,105,9,2022-10-25
686,65,115,10,2023-12-17
687,10,126,9,2022-11-29
688,73,119,6,2023-09-03
689,52,124,8,2023-08-22
690,59,129,9,2023-02-03
691,47,129,2,2022-12-25
692,21,118,7,2023-07-07
693,10,120,8,2022-04-18
694,4,106,10,2023-02-09
695,12,132,8,2022-09-13
696,35,108,8,2022-07-12
697,96,132,2,2022-06-14
698,69,108,9,2023-11-08
699,37,107,10,2023-12-24
700,92,135,7,2022-07-28
701,69,117,3,2023-12-16
702,26,132,7,2022-05-04
703,47,122,10,2023-09-19
704,30,129,2,2023-12-19
705,23,116,6,2023-01-02
706,83,123,3,2023-10-29
707,21,140,7,2023-06-26
708,41,136,8,2022-09-10
709,17,137,6,2023-09-15
710,33,108,9,2023-02-15
711,92,134,10,2023-02-16
712,9,120,2,2022-08-18
713,61,136,2,2022-02-18
714,44,137,3,2023-03-19
715,74,126,6,2023-09-29
716,11,134,9,2023-05-23
717,31,123,10,2022-08-24
718,47,117,8,2022-06-11
719,80,122,9,2022-04-10
720,57,130,5,2022-06-12
721,37,128,4,2023-09-02
722,99,114,6,2022-02-01
723,17,134,7,2023-11-09
724,45,103,3,2022-07-31
725,11,103,7,2023-10-09
726,79,118,3,2022-07-24
727,98,102,10,2022-06-20
728,98,132,7,2022-01-22
729,49,120,10,2023-03-24
730,54,136,6,2023-03-22
731,81,122,3,2022-12-16
732,81,134,7,2023-02-11
733,10,107,7,2023-11-29
734,41,131,8,2023-07-20
735,75,128,6,2023-12-14
736,97,140,3,2023-11-06
737,18,115,9,2022-06-11
738,6,131,7,2022-10-21
739,59,103,8,2023-02-28
740,92,127,10,2022-05-29
741,37,139,5,2022-04-29
742,2,139,8,2023-06-29
743,49,140,10,2023-10-19
744,72,106,8,2023-05-05
745,27,109,4,2023-04-05
746,37,101,9,2023-03-15
747,5,101,4,2022-12-01
748,76,118,3,2023-06-26
749,22,113,9,2023-04-07
750,48,133,7,2023-11-22
751,2,117,3,2022-05-30
752,61,111,7,2023-09-06
753,28,129,2,2023-01-11
754,85,119,9,2022-11-10
755,47,107,6,2022-07-12
756,8,115,3,2023-03-08
757,86,103,3,2023-01-16
758,84,122,9,2023-04-18
759,27,129,8,2022-01-25
760,36,102,2,2022-02-04
761,75,114,2,2022-09-30
762,26,113,4,2022-12-11
763,8,102,7,2022-01-24
764,94,131,10,2022-04-07
765,63,106,3,2022-10-18
766,65,128,5,2022-05-01
767,44,131,5,2023-05-08
768,48,133,10,2022-08-13
769,63,135,9,2022-10-01
770,64,116,9,2023-07-26
771,13,113,3,2022-01-16
772,56,112,8,2023-09-09
773,2,132,10,2022-11-09
774,35,116,2,2023-10-13
775,31,111,3,2023-03-06
776,82,104,7,2022-05-19
777,88,140,4,2023-04-07
778,75,111,8,2022-01-17
779,54,109,4,2022-10-26
780,82,137,8,2022-04-12
781,67,130,3,2022-09-15
782,81,113,10,2023-08-03
783,89,140,9,2022-04-08
784,8,139,3,2022-12-09
785,65,117,9,2022-06-16
786,3,126,7,2022-11-05
787,56,110,5,2023-09-10
788,74,124,3,2023-11-05
789,80,102,5,2022-01-23
790,47,112,10,2022-03-16
791,37,113,3,2022-07-10
792,5,134,10,2022-03-12
793,54,125,7,2022-11-17
794,55,123,8,2023-02-10
795,55,108,3,2022-03-25
796,74,110,10,2023-10-31
797,33,105,2,2023-08-18
798,44,111,3,2023-03-07
799,5,116,9,2023-11-12
800,69,128,9,2023-10-15
801,84,115,4,2023-04-21
802,92,101,4,2023-10-11
803,78,139,7,2023-02-08
804,81,114,2,2022-06-17
805,70,121,7,2022-10-14
806,64,135,2,2022-05-02
807,23,105,8,2023-07-08
808,78,130,3,2022-03-09
809,83,110,4,2022-05-05
810,7,139,6,2022-06-13
811,19,135,2,2023-09-05
812,13,120,6,2023-01-07
813,56,125,8,2022-05-03
814,18,108,6,2022-06-06
815,38,114,8,2022-02-17
816,92,133,9,2023-03-02
817,12,132,6,2023-12-20
818,26,128,10,2022-04-01
819,69,131,6,2022-01-04
820,64,128,6,2023-06-17
821,98,136,9,2023-10-07
822,4,125,3,2022-03-06
823,64,135,8,2022-07-19
824,71,115,9,2023-04-17
825,49,123,9,2022-07-15
826,39,137,4,2023-11-14
827,4,104,10,2022-11-12
828,56,109,5,2022-10-30
829,1,135,6,2022-05-26
830,98,107,3,2023-09-28
831,83,104,3,2023-11-07
832,45,117,3,2022-10-22
833,9,140,9,2022-09-25
834,53,122,3,2022-05-18
835,3,136,4,2022-03-05
836,1,102,7,2022-02-04
837,92,125,10,2023-08-10
838,45,129,10,2022-02-20
839,18,111,6,2022-05-11
840,30,136,4,2022-02-11
841,46,127,7,2023-10-13
842,43,105,2,2023-03-13
843,49,120,5,2023-01-19
844,28,112,9,2023-02-16
845,52,130,10,2022-02-24
846,79,122,9,2022-03-30
847,3,106,7,2023-05-05
848,24,130,7,2022-01-21
849,23,128,2,2022-12-18
850,37,115,10,2023-03-30
851,94,115,10,2022-02-15
852,71,110,10,2022-03-08
853,93,132,2,2023-04-21
854,14,108,8,2023-01-14
855,37,101,6,2023-08-12
856,18,114,3,2022-06-24
857,33,112,3,2023-01-13
858,27,115,8,2022-05-09
859,27,115,10,2023-03-01
860,98,121,2,2022-03-19
861,67,132,5,2023-12-23
862,90,113,7,2022-03-21
863,36,124,3,2023-08-10
864,82,131,4,2022-11-05
865,89,127,3,2023-04-15
866,19,136,5,2022-01-07
867,63,103,3,2023-08-15
868,1,103,7,2023-04-10
869,11,131,3,2022-08-29
870,36,129,7,2022-01-18
871,81,133,3,2022-12-03
872,20,140,10,2023-04-19
873,76,107,9,2022-02-05
874,6,122,3,2022-03-28
875,64,130,8,2022-05-07
876,31,135,9,2023-02-09
877,49,139,9,2023-03-27
878,68,114,2,2022-07-16
879,95,105,2,2023-02-27
880,91,114,4,2022-01-25
881,61,121,5,2022-08-03
882,50,125,5,2023-11-20
883,46,114,7,2022-03-19
884,62,138,2,2022-02-25
885,74,108,4,2023-03-30
886,67,129,7,2023-08-19
887,38,112,5,2023-04-11
888,12,102,2,2023-06-30
889,14,101,2,2023-12-30
890,15,131,2,2023-09-10
891,59,119,8,2022-08-08
892,15,106,5,2022-12-08
893,95,126,5,2023-11-30
894,79,101,7,2023-04-12
895,73,113,4,2022-06-03
896,77,106,6,2023-12-27
897,75,131,9,2022-06-03
898,96,103,9,2023-03-30
899,2,135,3,2023-01-09
900,49,111,4,2022-03-03
901,51,120,5,2023-08-21
902,39,105,3,2022-12-16
903,3,124,10,2023-09-29
904,35,114,6,2023-12-01
905,64,117,9,2023-01-08
906,75,104,7,2022-08-16
907,97,108,9,2022-07-02
908,35,140,5,2022-08-03
909,70,127,4,2022-04-07
910,21,139,2,2023-11-28
911,98,102,9,2023-08-06
912,85,109,5,2022-07-08
913,96,104,8,2022-06-21
914,25,124,10,2022-11-27
915,81,119,10,2023-12-07
916,25,116,7,2022-10-27
917,40,120,6,2022-08-09
918,3,121,7,2023-09-17
919,14,134,5,2022-12-06
920,50,118,2,2023-09-24
921,26,139,3,2022-10-24
922,89,126,4,2022-08-12
923,70,130,2,2022-12-24
924,74,131,4,2023-01-21
925,53,105,2,2023-03-27
926,78,134,4,2022-12-14
927,49,114,4,2023-10-09
928,17,112,8,2022-07-06
929,13,120,9,2022-10-26
930,4,102,8,2022-11-10
