customer_id,country,age,gender,signup_year
107,UK,33,Female,2020
108,Germany,63,Female,2020
109,UK,56,Male,2021
110,UK,70,Female,2018
111,USA,48,Male,2018
112,UK,60,Male,2022
113,France,41,Female,2023
114,UK,18,Male,2020
115,USA,28,Male,2020
116,France,72,Male,2019
117,Canada,38,Male,2024
118,UK,21,Female,2024
119,USA,24,Female,2018
120,Canada,43,Male,2019
121,Canada,64,Female,2021
122,Germany,67,Male,2022
123,France,29,Female,2019
124,UK,48,Female,2018
125,USA,34,Female,2021
126,Germany,50,Female,2020
127,France,28,Female,2021
128,Germany,45,Male,2023
129,France,49,Female,2019
130,France,18,Male,2018
131,UK,64,Male,2019
132,France,45,Female,2020
133,Germany,70,Male,2024
134,France,59,Female,2020
135,UK,24,Male,2018
136,UK,19,Male,2023
137,Germany,59,Female,2022
138,Canada,41,Female,2021
139,Canada,21,Female,2021
140,France,61,Female,2020
141,USA,36,Male,2019
142,France,43,Female,2024
143,Germany,28,Male,2019
144,Germany,57,Male,2023
145,Germany,67,Male,2022
146,Germany,60,Male,2019
147,Germany,28,Male,2021
148,UK,62,Male,2024
149,Canada,20,Female,2019
150,Germany,29,Male,2024
151,USA,20,Male,2022
152,USA,59,Male,2021
153,USA,44,Female,2024
154,USA,66,Female,2019
155,UK,71,Male,2021
156,USA,19,Female,2020
157,Germany,66,Male,2020
158,France,33,Female,2023
159,USA,19,Male,2020
160,UK,71,Female,2019
161,UK,47,Female,2022
162,USA,37,Female,2021
163,France,55,Male,2024
164,USA,45,Male,2018
165,UK,42,Male,2020
166,Canada,49,Female,2020
167,Germany,27,Female,2018
168,UK,59,Male,2024
169,USA,57,Female,2024
170,Germany,50,Male,2018
171,USA,30,Male,2024
172,USA,73,Male,2019
173,Canada,58,Male,2024
174,Germany,71,Female,2021
175,Germany,59,Female,2024
176,Canada,64,Female,2020
177,UK,54,Male,2022
178,USA,71,Female,2019
179,France,33,Male,2019
180,USA,62,Male,2024
181,USA,39,Male,2022
182,UK,74,Male,2022
183,USA,37,Male,2023
184,Canada,67,Male,2022
185,Canada,60,Female,2024
186,Germany,44,Female,2024
187,France,58,Female,2018
188,USA,33,Female,2020
189,USA,51,Male,2023
190,UK,49,Male,2024
191,Canada,43,Female,2018
192,France,42,Female,2023
193,Germany,19,Female,2020
194,Canada,29,Female,2023
195,Germany,57,Female,2018
196,UK,26,Female,2021
197,UK,29,Female,2024
198,USA,43,Female,2020
199,France,26,Male,2019
200,Germany,27,Male,2020
201,Canada,49,Male,2020
202,UK,74,Male,2020
203,USA,51,Female,2021
204,USA,65,Male,2024
205,Germany,37,Female,2018
206,UK,56,Male,2024
207,France,19,Female,2019
208,UK,18,Female,2018
209,Germany,68,Male,2023
210,Germany,53,Male,2023
211,UK,41,Female,2023
212,Germany,71,Female,2018
213,UK,44,Female,2022
214,Canada,19,Male,2021
215,UK,48,Male,2022
216,UK,74,Female,2024
217,Germany,31,Male,2023
218,Germany,19,Female,2021
219,USA,46,Male,2018
220,USA,32,Male,2023
221,Canada,29,Male,2018
222,USA,54,Male,2021
223,UK,45,Male,2018
224,Germany,37,Female,2018
225,USA,56,Female,2019
226,USA,41,Male,2024
227,Canada,38,Female,2022
228,Canada,27,Female,2022
229,UK,63,Male,2022
230,Germany,31,Female,2020
231,Canada,54,Male,2019
232,USA,35,Female,2023
233,Germany,41,Female,2023
234,Germany,31,Female,2023
235,USA,51,Female,2022
236,Canada,29,Female,2024
237,USA,39,Female,2022
238,Germany,73,Female,2024
239,France,23,Male,2019
240,France,53,Male,2024
241,UK,62,Male,2018
242,USA,53,Male,2022
243,USA,39,Female,2023
244,UK,31,Female,2018
245,UK,33,Female,2022
246,UK,53,Male,2021
247,Germany,73,Male,2020
248,USA,42,Male,2022
249,Germany,49,Female,2021
250,UK,50,Male,2019
251,USA,62,Female,2021
252,Germany,53,Male,2019
253,Germany,37,Female,2022
254,UK,35,Male,2019
255,USA,55,Female,2021
256,UK,20,Male,2024
257,USA,40,Male,2020
258,France,49,Female,2018
259,Canada,62,Female,2018
260,Canada,33,Male,2020
261,Canada,22,Female,2023
262,UK,21,Male,2018
263,France,38,Female,2022
264,USA,57,Male,2023
265,Germany,68,Female,2022
266,USA,31,Male,2021
267,Germany,56,Male,2021
268,USA,48,Male,2023
269,France,31,Female,2023
270,Germany,23,Male,2023
271,UK,29,Female,2023
272,USA,33,Female,2019
273,USA,34,Female,2024
274,Germany,62,Male,2023
275,UK,40,Female,2024
276,UK,31,Female,2023
277,France,24,Female,2021
278,UK,63,Male,2022
279,UK,49,Female,2024
280,UK,32,Female,2021
281,Canada,61,Female,2018
282,France,34,Female,2019
283,USA,58,Male,2019
284,Germany,71,Male,2022
285,USA,64,Female,2023
286,France,61,Female,2021
287,Germany,51,Female,2018
288,France,22,Female,2021
289,UK,62,Male,2023
290,Germany,44,Male,2023
291,UK,69,Male,2020
292,USA,40,Male,2021
293,USA,57,Female,2022
294,Germany,31,Female,2021
295,Germany,32,Male,2019
296,France,60,Male,2018
297,France,50,Female,2024
298,UK,70,Female,2022
299,Germany,48,Female,2020
300,USA,52,Female,2018
301,France,34,Female,2018
302,France,45,Male,2024
303,USA,36,Male,2019
304,France,63,Female,2019
305,UK,71,Female,2019
306,Germany,40,Male,2022
307,USA,49,Female,2021
308,Germany,57,Male,2018
309,France,30,Male,2021
310,France,37,Male,2021
311,USA,52,Male,2019
312,UK,22,Female,2021
313,Canada,26,Female,2018
314,USA,46,Male,2018
315,Canada,23,Female,2023
316,Canada,42,Female,2020
317,UK,48,Female,2022
318,Canada,39,Female,2021
319,Canada,19,Male,2022
320,UK,62,Female,2022
321,Canada,22,Male,2022
322,Canada,44,Male,2024
323,Canada,42,Female,2023
324,USA,25,Male,2022
325,USA,72,Female,2023
326,USA,18,Female,2018
327,UK,37,Male,2024
328,France,61,Female,2021
329,Canada,40,Male,2023
330,Canada,49,Male,2020
331,UK,28,Female,2022
332,Canada,56,Female,2024
333,USA,64,Female,2020
334,France,71,Male,2018
335,Germany,41,Female,2018
336,Canada,28,Male,2019
337,USA,46,Male,2022
338,Germany,71,Female,2019
339,France,43,Female,2024
340,Germany,33,Female,2020
341,USA,52,Male,2021
342,Germany,37,Female,2019
343,UK,63,Male,2018
344,Germany,20,Female,2022
345,Canada,18,Female,2020
346,Canada,70,Male,2023
347,UK,64,Male,2024
348,USA,18,Female,2024
349,Canada,34,Female,2018
350,France,19,Female,2023
351,Canada,46,Female,2024
352,Canada,37,Female,2021
353,USA,23,Male,2022
354,Germany,25,Male,2021
355,Canada,46,Male,2024
356,UK,65,Male,2021
357,Germany,68,Female,2024
358,France,50,Male,2022
359,USA,20,Male,2022
360,France,52,Male,2023
361,Germany,22,Female,2021
362,Germany,44,Male,2020
363,Germany,61,Female,2023
364,France,29,Male,2022
365,Germany,37,Female,2018
366,France,62,Male,2024
367,Germany,37,Female,2023
368,UK,26,Male,2019
369,Germany,56,Female,2020
370,France,21,Female,2024
371,Canada,68,Male,2023
372,Germany,71,Female,2022
373,Canada,36,Female,2022
374,UK,55,Male,2020
375,USA,44,Male,2019
376,UK,62,Female,2023
377,Germany,60,Male,2023
378,Canada,30,Male,2021
379,Canada,30,Male,2018
380,France,74,Female,2022
381,Canada,39,Female,2023
382,France,45,Female,2023
383,USA,69,Female,2024
384,Germany,64,Female,2024
385,France,70,Female,2023
386,USA,62,Female,2019
387,Canada,39,Male,2018
388,Canada,60,Female,2023
389,USA,36,Female,2020
390,Canada,25,Male,2022
391,USA,69,Male,2021
392,France,25,Male,2024
393,France,59,Female,2020
394,USA,43,Male,2022
395,France,65,Female,2024
396,France,68,Female,2019
397,France,43,Female,2024
398,UK,40,Male,2018
399,Germany,60,Male,2018
400,Canada,30,Female,2022
401,UK,45,Female,2020
402,France,26,Female,2021
403,USA,37,Male,2019
404,France,73,Female,2022
405,Germany,36,Male,2019
406,France,65,Female,2018
407,USA,56,Male,2023
408,Germany,68,Female,2023
409,France,29,Male,2021
410,Germany,32,Male,2019
411,Canada,48,Male,2022
412,Canada,72,Male,2021
413,France,31,Male,2024
414,Germany,28,Male,2024
415,USA,43,Female,2020
416,France,59,Female,2023
417,Canada,44,Female,2022
418,Canada,28,Female,2019
419,France,55,Male,2021
420,Germany,51,Female,2022
421,Canada,60,Male,2021
422,Germany,36,Male,2021
423,Canada,23,Male,2021
424,Canada,63,Female,2019
425,UK,69,Male,2022
426,Canada,55,Female,2018
427,USA,66,Female,2018
428,France,59,Female,2019
429,France,45,Female,2024
430,Germany,18,Female,2019
431,Canada,52,Male,2023
432,USA,57,Male,2021
433,Germany,25,Female,2022
434,UK,69,Male,2022
435,Germany,71,Female,2020
436,Germany,64,Male,2020
437,Canada,73,Male,2018
438,UK,24,Male,2020
439,Germany,28,Male,2020
440,USA,56,Male,2018
441,USA,21,Male,2023
442,France,42,Male,2024
443,UK,29,Male,2018
444,UK,43,Male,2024
445,France,55,Male,2020
446,Germany,63,Male,2022
447,UK,29,Male,2020
448,USA,60,Male,2021
449,USA,68,Female,2024
450,Canada,70,Male,2024
451,UK,54,Male,2021
452,Germany,63,Male,2021
453,France,70,Male,2023
454,France,41,Male,2019
455,Germany,33,Male,2021
456,Canada,74,Female,2024
457,France,30,Female,2022
458,UK,42,Female,2024
459,Canada,71,Male,2024
460,UK,71,Male,2023
461,USA,74,Male,2019
462,Canada,69,Female,2019
463,France,71,Male,2021
464,Canada,21,Male,2020
465,Canada,28,Female,2024
466,Canada,49,Female,2018
467,Canada,66,Male,2020
468,UK,24,Male,2020
469,USA,63,Male,2019
470,Germany,28,Male,2019
471,Canada,45,Female,2023
472,France,71,Male,2023
473,Canada,58,Male,2019
474,France,40,Female,2022
475,UK,62,Male,2022
476,France,40,Male,2018
477,Germany,67,Female,2019
478,USA,45,Female,2021
479,France,60,Male,2023
480,France,64,Female,2019
481,USA,74,Female,2022
482,Germany,43,Male,2019
483,Canada,42,Female,2022
484,France,71,Male,2019
485,USA,46,Male,2024
486,UK,36,Male,2021
487,USA,50,Male,2018
488,UK,53,Female,2024
489,Germany,31,Male,2021
490,Canada,31,Male,2022
491,USA,52,Male,2023
492,France,47,Male,2023
493,Germany,45,Female,2020
494,USA,34,Female,2021
495,France,20,Female,2019
496,USA,33,Male,2018
497,UK,63,Female,2019
498,USA,47,Female,2019
499,USA,69,Male,2021
500,USA,46,Female,2018
501,Germany,62,Male,2020
502,USA,32,Female,2024
503,France,63,Female,2019
504,UK,73,Female,2018
505,UK,42,Female,2020
506,USA,68,Male,2024
507,Germany,55,Male,2019
508,Germany,59,Female,2018
509,France,64,Male,2024
510,USA,70,Female,2021
511,UK,71,Female,2023
512,Germany,69,Female,2023
513,USA,55,Female,2019
514,Germany,40,Female,2019
515,Germany,42,Female,2024
516,UK,59,Male,2018
517,Canada,24,Male,2023
518,France,39,Female,2019
519,France,34,Male,2020
520,UK,35,Female,2019
521,Germany,66,Male,2023
522,USA,58,Male,2022
523,Germany,27,Male,2023
524,UK,27,Female,2020
525,France,74,Male,2018
526,Germany,24,Female,2020
527,France,65,Female,2022
528,USA,67,Female,2022
529,France,55,Male,2019
530,France,44,Male,2019
531,Canada,69,Male,2023
532,Canada,50,Female,2021
533,Canada,18,Female,2020
534,France,61,Male,2023
535,UK,70,Female,2021
536,France,51,Male,2023
537,UK,21,Male,2022
538,UK,34,Male,2019
539,Canada,21,Male,2019
540,Germany,60,Female,2023
541,USA,71,Male,2019
542,Canada,43,Male,2018
543,Canada,21,Male,2023
544,Germany,18,Male,2022
545,USA,24,Male,2024
546,France,47,Male,2023
547,France,67,Male,2023
548,Canada,26,Female,2019
549,USA,52,Female,2022
550,Canada,25,Female,2023
551,UK,41,Female,2019
552,Canada,36,Male,2020
553,Canada,53,Female,2022
554,France,67,Female,2021
555,France,69,Female,2018
556,France,60,Male,2021
557,UK,44,Female,2024
558,France,49,Female,2022
559,USA,31,Male,2023
560,Germany,74,Female,2019
561,USA,35,Male,2024
562,USA,45,Female,2022
563,France,46,Male,2018
564,Germany,33,Female,2022
565,Germany,52,Female,2024
566,Germany,64,Female,2019
567,UK,48,Male,2021
568,France,21,Female,2020
569,Germany,54,Male,2021
570,UK,34,Male,2019
571,Canada,56,Male,2024
572,Canada,65,Male,2019
573,UK,63,Female,2018
574,UK,43,Female,2022
575,France,65,Female,2022
576,France,56,Male,2021
577,Canada,58,Female,2024
578,Germany,21,Male,2020
579,Canada,47,Male,2020
580,Germany,47,Male,2018
581,Germany,39,Female,2019
582,France,28,Female,2018
583,USA,19,Male,2022
584,USA,61,Female,2023
585,UK,29,Female,2023
586,France,47,Male,2023
587,Germany,53,Male,2019
588,USA,35,Female,2018
589,Germany,43,Male,2024
590,USA,70,Male,2021
591,USA,24,Female,2022
592,USA,18,Female,2023
593,France,43,Male,2024
594,Canada,40,Female,2020
595,Germany,43,Male,2018
596,France,62,Male,2022
597,France,23,Female,2022
598,France,23,Male,2020
599,France,61,Male,2020
600,France,25,Male,2020
601,UK,41,Female,2023
602,Germany,39,Female,2023
603,France,36,Female,2018
604,Germany,54,Male,2020
605,UK,35,Male,2021
606,UK,48,Female,2022
607,Germany,54,Female,2020
608,USA,47,Female,2022
609,Canada,74,Male,2019
610,USA,59,Female,2024
611,USA,50,Male,2019
612,USA,27,Female,2020
613,France,54,Male,2022
614,UK,29,Male,2024
615,USA,71,Female,2019
616,UK,47,Male,2020
617,Germany,44,Female,2022
618,Canada,56,Male,2020
619,Germany,26,Male,2023
620,Germany,71,Female,2022
621,France,38,Male,2019
622,Canada,29,Female,2020
623,Germany,72,Female,2019
624,Germany,46,Female,2020
625,Canada,50,Male,2018
626,Canada,60,Male,2019
627,Germany,70,Male,2019
628,Canada,32,Female,2021
629,Germany,19,Female,2024
630,Germany,69,Male,2023
631,France,56,Male,2019
632,USA,70,Female,2022
633,Germany,61,Male,2024
634,UK,71,Female,2020
635,USA,35,Male,2018
636,USA,20,Female,2022
637,USA,24,Male,2024
638,France,60,Male,2022
639,Germany,35,Female,2022
640,France,61,Female,2022
641,Germany,55,Female,2024
642,France,54,Male,2018
643,France,50,Female,2021
644,UK,61,Female,2023
645,France,48,Male,2019
646,Canada,28,Female,2024
647,UK,21,Female,2022
648,France,35,Female,2019
649,USA,21,Male,2024
650,Canada,66,Male,2019
651,Canada,51,Male,2022
652,Canada,46,Female,2021
653,UK,41,Male,2024
654,France,39,Female,2019
655,France,19,Female,2020
656,USA,61,Female,2019
657,USA,23,Male,2023
658,Canada,59,Male,2022
659,USA,42,Female,2018
660,UK,72,Female,2019
661,France,74,Male,2021
662,Canada,38,Male,2020
663,USA,72,Male,2020
664,UK,33,Female,2018
665,UK,48,Male,2023
666,USA,31,Male,2018
667,France,56,Male,2023
668,USA,45,Female,2019
669,Canada,49,Male,2022
670,USA,45,Female,2021
671,UK,68,Female,2020
672,USA,72,Female,2018
673,France,66,Male,2021
674,Germany,26,Male,2023
675,USA,62,Male,2022
676,France,39,Female,2020
677,France,49,Male,2020
678,UK,22,Female,2023
679,France,40,Male,2022
680,France,22,Male,2020
681,France,59,Male,2022
682,France,70,Male,2020
683,Canada,49,Female,2019
684,Canada,27,Female,2023
685,UK,56,Female,2022
686,USA,32,Female,2021
687,France,24,Male,2019
688,USA,46,Female,2024
689,USA,64,Female,2021
690,UK,20,Female,2023
691,France,36,Male,2020
692,France,27,Female,2024
693,Germany,45,Female,2021
694,USA,46,Male,2019
695,USA,32,Male,2024
696,Canada,52,Female,2024
697,Germany,23,Female,2022
698,Canada,29,Male,2018
699,Canada,64,Female,2021
700,Canada,55,Male,2018
701,UK,30,Female,2023
702,UK,46,Female,2021
703,Canada,36,Female,2021
704,Germany,20,Female,2022
705,USA,25,Female,2020
706,Germany,25,Male,2019
707,France,72,Male,2019
708,UK,37,Female,2019
709,USA,64,Female,2023
710,USA,21,Female,2024
711,France,68,Male,2020
712,France,38,Male,2018
713,Canada,20,Male,2019
714,UK,62,Male,2018
715,UK,25,Male,2020
716,Germany,40,Male,2023
717,Canada,33,Male,2020
718,Canada,30,Male,2022
719,Canada,20,Female,2024
720,Canada,65,Male,2019
721,UK,26,Male,2023
722,UK,31,Male,2022
723,Canada,30,Male,2019
724,Germany,70,Female,2020
725,USA,74,Male,2020
726,USA,24,Female,2021
727,Germany,32,Female,2021
728,Canada,24,Female,2020
729,UK,55,Male,2020
730,USA,51,Male,2018
731,France,58,Male,2024
732,France,39,Female,2018
733,Germany,41,Female,2024
734,Canada,66,Female,2022
735,USA,54,Female,2021
736,Canada,61,Male,2021
737,USA,18,Male,2020
738,Germany,27,Male,2020
739,Germany,60,Female,2022
740,France,33,Female,2023
741,Canada,63,Male,2023
742,France,25,Male,2023
743,Canada,73,Female,2021
744,France,66,Male,2018
745,UK,42,Male,2023
746,UK,67,Female,2019
747,UK,29,Female,2022
748,UK,42,Female,2023
749,USA,34,Male,2019
750,UK,43,Female,2023
751,Germany,63,Male,2018
752,Germany,65,Male,2018
753,USA,31,Female,2023
754,UK,58,Male,2019
755,UK,53,Female,2022
756,UK,74,Female,2019
757,France,40,Male,2022
758,Canada,60,Male,2023
759,France,23,Female,2022
760,Canada,64,Female,2020
761,UK,22,Female,2021
762,UK,60,Female,2024
763,France,42,Female,2021
764,France,35,Female,2018
765,Canada,30,Male,2020
766,Germany,60,Male,2021
767,Canada,31,Male,2023
768,France,45,Male,2022
769,France,35,Female,2022
770,USA,74,Male,2019
771,France,45,Male,2019
772,USA,68,Female,2022
773,Germany,73,Male,2023
774,Canada,44,Female,2022
775,Canada,49,Female,2019
776,USA,64,Female,2021
777,Canada,26,Female,2018
778,France,57,Female,2019
779,UK,49,Male,2023
780,USA,37,Male,2021
781,Canada,45,Male,2021
782,USA,50,Female,2021
783,USA,21,Male,2020
784,UK,63,Male,2020
785,France,74,Male,2024
786,USA,51,Male,2021
787,Canada,65,Female,2023
788,Germany,20,Male,2022
789,USA,43,Female,2023
790,USA,25,Female,2020
791,UK,23,Male,2019
792,France,33,Female,2024
793,Germany,41,Female,2020
794,Canada,65,Female,2022
795,Germany,56,Female,2018
796,Canada,47,Female,2024
797,France,62,Female,2020
798,Canada,30,Female,2023
799,UK,22,Male,2024
800,UK,42,Male,2023
801,UK,37,Female,2021
802,UK,71,Female,2021
803,Germany,35,Male,2021
804,France,64,Male,2024
805,Canada,35,Male,2018
806,Canada,19,Male,2022
807,UK,27,Female,2024
808,UK,72,Female,2019
809,USA,62,Male,2023
810,France,67,Male,2023
811,Germany,64,Male,2024
812,Canada,29,Male,2024
813,USA,64,Female,2022
814,USA,30,Male,2018
815,Canada,67,Male,2024
816,Germany,64,Male,2021
817,USA,74,Female,2022
818,USA,72,Female,2019
819,France,28,Female,2021
820,Germany,36,Male,2019
821,USA,52,Male,2020
822,Germany,56,Male,2019
823,Canada,70,Female,2021
824,UK,43,Female,2020
825,USA,63,Male,2021
826,France,31,Male,2023
827,Canada,71,Female,2021
828,Germany,62,Male,2020
829,Canada,61,Male,2019
830,USA,41,Male,2023
831,Germany,58,Female,2018
832,UK,18,Male,2018
833,Canada,68,Male,2018
834,USA,60,Male,2018
835,France,72,Male,2022
836,Germany,39,Female,2018
837,Canada,40,Female,2020
838,Canada,73,Female,2024
839,UK,71,Male,2018
840,UK,36,Female,2021
841,France,35,Male,2024
842,France,29,Female,2018
843,USA,72,Male,2024
844,USA,45,Female,2019
845,France,45,Female,2020
846,France,50,Female,2020
847,Germany,36,Male,2024
848,UK,45,Male,2023
849,USA,69,Male,2022
850,UK,66,Female,2021
851,UK,54,Male,2024
852,France,43,Male,2020
853,Germany,52,Male,2019
854,Canada,51,Male,2018
855,Germany,52,Male,2020
856,Germany,57,Male,2019
857,UK,33,Female,2018
858,Germany,55,Female,2022
859,USA,30,Male,2020
860,UK,40,Female,2020
861,USA,71,Female,2024
862,Canada,39,Male,2024
863,UK,33,Male,2019
864,Canada,45,Female,2023
865,UK,65,Male,2024
866,France,52,Female,2021
867,Germany,62,Female,2022
868,France,63,Female,2021
869,Canada,25,Male,2020
870,Germany,61,Female,2021
871,UK,72,Male,2018
872,Germany,72,Male,2022
873,USA,39,Male,2021
874,Germany,38,Male,2018
875,USA,43,Male,2019
876,Germany,57,Female,2021
877,USA,38,Male,2022
878,Canada,42,Male,2018
879,France,58,Male,2021
880,UK,18,Male,2019
881,Germany,23,Male,2021
882,France,40,Female,2018
883,UK,68,Male,2021
884,UK,40,Male,2022
885,USA,60,Female,2020
886,Canada,60,Male,2018
887,Canada,40,Female,2018
888,France,49,Female,2018
889,Canada,47,Female,2018
890,Germany,30,Female,2021
891,Canada,60,Male,2022
892,France,35,Male,2019
893,Canada,40,Female,2022
894,Germany,32,Female,2018
895,USA,50,Male,2023
896,France,38,Female,2021
897,USA,74,Female,2023
898,USA,56,Female,2021
899,USA,40,Male,2018
900,UK,44,Female,2021
901,UK,62,Male,2018
902,USA,61,Male,2022
903,France,35,Male,2024
904,Germany,41,Female,2020
905,Germany,68,Female,2021
906,Canada,64,Male,2018
907,France,57,Male,2023
908,UK,68,Male,2018
909,USA,59,Female,2023
910,Canada,24,Female,2021
911,Germany,67,Male,2019
912,UK,65,Male,2023
913,UK,37,Female,2018
914,USA,44,Male,2021
915,Germany,23,Female,2018
916,France,44,Female,2019
917,UK,26,Male,2020
918,USA,70,Male,2024
919,France,62,Female,2024
920,Germany,74,Female,2019
921,UK,48,Female,2022
922,France,38,Female,2021
923,France,43,Female,2019
924,France,57,Male,2020
925,UK,65,Female,2018
926,UK,62,Female,2021
927,Canada,30,Female,2023
928,Germany,66,Male,2019
929,USA,40,Male,2020
930,France,37,Female,2019
931,Canada,54,Female,2022
932,USA,71,Male,2024
933,Canada,70,Male,2024
934,UK,45,Male,2021
935,France,34,Male,2018
936,USA,45,Female,2020
937,USA,58,Male,2019
938,USA,19,Female,2021
939,USA,42,Female,2019
940,USA,67,Male,2021
941,Canada,58,Male,2024
942,France,23,Male,2022
943,UK,28,Male,2019
944,UK,74,Female,2022
945,UK,55,Female,2023
946,UK,23,Female,2023
947,Canada,62,Male,2024
948,Germany,28,Female,2020
949,France,31,Male,2022
950,USA,19,Female,2021
951,Germany,57,Male,2020
952,UK,20,Female,2019
953,Germany,72,Female,2019
954,France,70,Male,2021
955,USA,52,Female,2018
956,USA,50,Female,2018
957,France,41,Male,2019
958,France,36,Male,2024
959,UK,35,Male,2024
960,USA,66,Male,2021
961,Germany,69,Male,2018
962,Canada,41,Female,2022
963,Canada,62,Male,2019
964,France,52,Female,2023
965,UK,18,Female,2022
966,Canada,53,Male,2021
967,USA,42,Female,2023
968,France,62,Female,2022
969,Germany,66,Male,2018
970,France,60,Female,2024
971,Germany,51,Male,2018
972,France,42,Male,2023
973,France,33,Male,2020
974,France,51,Female,2024
975,Germany,46,Female,2019
976,Germany,36,Female,2023
977,France,40,Female,2021
978,Canada,36,Male,2019
979,UK,42,Female,2022
980,UK,33,Male,2024
981,UK,71,Female,2021
982,Germany,68,Female,2021
983,Germany,26,Female,2018
984,Canada,18,Female,2022
985,UK,59,Female,2018
986,UK,36,Male,2018
987,France,50,Female,2024
988,Germany,51,Female,2020
989,UK,33,Female,2018
990,Canada,61,Female,2019
991,Canada,57,Male,2021
992,UK,72,Female,2024
993,Germany,35,Male,2018
994,Canada,51,Female,2023
995,France,42,Male,2019
996,Canada,62,Male,2022
997,USA,23,Male,2021
998,USA,38,Male,2024
999,Germany,23,Male,2023
1000,UK,49,Female,2024
1001,Germany,58,Male,2024
1002,Germany,65,Female,2023
1003,Germany,60,Male,2022
1004,Germany,56,Male,2023
1005,France,48,Female,2019
1006,France,59,Male,2024
1007,Canada,27,Male,2022
1008,USA,47,Male,2024
1009,Germany,74,Male,2023
1010,Canada,69,Female,2022
1011,USA,35,Male,2022
1012,UK,41,Male,2018
1013,France,69,Female,2018
1014,USA,26,Female,2018
1015,UK,48,Male,2023
1016,USA,32,Male,2021
1017,France,21,Female,2019
1018,France,57,Male,2023
1019,Canada,26,Female,2024
1020,Germany,62,Male,2018
1021,USA,26,Female,2022
1022,USA,43,Female,2023
1023,UK,21,Female,2022
1024,France,34,Male,2024
1025,USA,33,Male,2022
1026,France,32,Male,2022
1027,USA,52,Male,2020
1028,Canada,74,Female,2021
1029,Germany,69,Female,2019
1030,USA,22,Female,2019
1031,France,72,Male,2018
1032,Canada,22,Male,2020
1033,USA,37,Male,2023
1034,UK,32,Female,2023
1035,Germany,35,Male,2019
1036,USA,64,Male,2021
1037,Canada,19,Female,2022
1038,UK,46,Female,2024
1039,Canada,30,Male,2018
1040,Canada,21,Female,2021
1041,UK,59,Male,2019
1042,Canada,62,Female,2020
1043,UK,27,Female,2018
1044,USA,48,Female,2019
1045,UK,58,Male,2023
1046,UK,25,Male,2018
1047,Germany,20,Male,2019
1048,UK,65,Female,2023
1049,UK,63,Female,2024
1050,USA,26,Female,2023
1051,Germany,47,Female,2022
1052,France,70,Male,2020
1053,USA,28,Male,2022
1054,USA,52,Male,2019
