transaction_id,book_id,sale_type,date_sold,year_sold,month_sold,day_sold,sale_price,discount,final_price,country_sold,city_sold,hard_copy,paperback,soft_copy
38,33,INSTORE,2025-08-25,2025,8,25,18.19,1.82,16.37,Germany,Munich,False,True,False
39,1,ONLINE,2024-04-11,2024,4,11,19.08,0.0,19.08,Australia,Brisbane,False,False,True
40,14,ONLINE,2024-09-02,2024,9,2,16.43,0.0,16.43,USA,New York,False,False,True
41,61,INSTORE,2025-04-06,2025,4,6,21.12,0.0,21.12,USA,San Francisco,False,True,False
42,42,INSTORE,2024-10-16,2024,10,16,32.88,4.93,27.95,UK,Bristol,True,False,False
43,50,ONLINE,2025-08-26,2025,8,26,15.75,0.0,15.75,UK,Bristol,False,True,False
44,81,INSTORE,2024-06-01,2024,6,1,30.84,0.0,30.84,Canada,Montreal,True,False,False
45,7,INSTORE,2025-09-01,2025,9,1,14.25,0.0,14.25,Canada,Vancouver,False,True,False
46,32,INSTORE,2025-02-16,2025,2,16,21.92,2.19,19.73,UK,Bristol,False,False,True
47,2,ONLINE,2025-09-04,2025,9,4,26.99,4.05,22.94,Germany,Berlin,False,True,False
48,42,ONLINE,2024-01-27,2024,1,27,33.33,5.0,28.33,Australia,Melbourne,True,False,False
49,87,INSTORE,2025-11-19,2025,11,19,19.26,0.0,19.26,Australia,Sydney,False,False,True
50,63,INSTORE,2025-10-29,2025,10,29,15.62,0.0,15.62,Germany,Hamburg,False,True,False
51,5,ONLINE,2025-05-18,2025,5,18,16.71,0.0,16.71,Germany,Hamburg,False,True,False
52,47,ONLINE,2025-11-17,2025,11,17,37.15,0.0,37.15,UK,Manchester,True,False,False
53,10,INSTORE,2025-11-09,2025,11,9,20.01,0.0,20.01,Germany,Munich,False,False,True
54,88,INSTORE,2024-09-15,2024,9,15,32.85,6.57,26.28,USA,San Francisco,True,False,False
55,23,INSTORE,2025-11-04,2025,11,4,25.77,0.0,25.77,Australia,Sydney,False,True,False
56,86,INSTORE,2025-09-29,2025,9,29,21.55,1.08,20.47,Australia,Melbourne,False,False,True
57,57,ONLINE,2025-07-16,2025,7,16,22.15,1.11,21.04,Canada,Vancouver,False,True,False
58,67,ONLINE,2025-10-07,2025,10,7,16.32,0.0,16.32,USA,New York,False,False,True
59,3,INSTORE,2025-07-19,2025,7,19,32.23,0.0,32.23,Australia,Sydney,True,False,False
60,68,ONLINE,2025-10-25,2025,10,25,28.15,4.22,23.93,Germany,Berlin,False,True,False
61,9,INSTORE,2024-10-06,2024,10,6,35.45,1.77,33.68,Australia,Brisbane,False,True,False
62,97,INSTORE,2024-05-28,2024,5,28,53.09,5.31,47.78,Germany,Hamburg,True,False,False
63,60,INSTORE,2024-10-09,2024,10,9,17.07,3.41,13.66,Canada,Toronto,False,True,False
64,94,INSTORE,2024-10-16,2024,10,16,14.87,1.49,13.38,UK,London,False,False,True
65,13,INSTORE,2025-07-05,2025,7,5,24.29,0.0,24.29,Canada,Vancouver,False,True,False
66,12,INSTORE,2025-04-11,2025,4,11,35.48,5.32,30.16,Australia,Melbourne,True,False,False
67,16,INSTORE,2024-08-27,2024,8,27,53.34,0.0,53.34,Australia,Melbourne,True,False,False
68,91,ONLINE,2025-11-10,2025,11,10,23.21,0.0,23.21,Germany,Munich,False,True,False
69,80,ONLINE,2024-12-05,2024,12,5,21.8,0.0,21.8,Australia,Brisbane,False,True,False
70,96,INSTORE,2024-05-27,2024,5,27,20.08,0.0,20.08,Germany,Berlin,False,False,True
71,51,INSTORE,2024-12-12,2024,12,12,26.3,0.0,26.3,Germany,Munich,False,False,True
72,83,INSTORE,2024-11-20,2024,11,20,20.88,0.0,20.88,Australia,Melbourne,False,False,True
73,60,INSTORE,2025-12-01,2025,12,1,29.42,4.41,25.01,Canada,Montreal,True,False,False
74,65,ONLINE,2025-10-10,2025,10,10,29.44,0.0,29.44,Germany,Berlin,False,True,False
75,47,ONLINE,2024-11-28,2024,11,28,22.24,0.0,22.24,USA,New York,False,True,False
76,16,INSTORE,2024-09-07,2024,9,7,41.31,6.2,35.11,Germany,Berlin,False,False,True
77,84,INSTORE,2024-03-21,2024,3,21,39.69,5.95,33.74,Canada,Toronto,False,False,True
78,14,ONLINE,2024-05-26,2024,5,26,19.34,2.9,16.44,Germany,Hamburg,False,True,False
79,15,ONLINE,2025-11-13,2025,11,13,16.2,0.0,16.2,Germany,Munich,False,True,False
80,87,INSTORE,2025-03-28,2025,3,28,14.13,0.0,14.13,Canada,Toronto,False,False,True
81,66,ONLINE,2024-11-05,2024,11,5,20.52,4.1,16.42,UK,Manchester,False,True,False
82,2,INSTORE,2025-01-25,2025,1,25,26.29,0.0,26.29,USA,New York,False,False,True
83,37,INSTORE,2025-02-09,2025,2,9,35.75,3.58,32.17,USA,Chicago,True,False,False
84,18,INSTORE,2025-05-23,2025,5,23,32.36,3.24,29.12,Australia,Brisbane,True,False,False
85,42,INSTORE,2024-07-13,2024,7,13,16.72,3.34,13.38,Canada,Montreal,False,False,True
86,73,ONLINE,2025-10-23,2025,10,23,16.9,3.38,13.52,USA,Chicago,False,True,False
87,10,ONLINE,2025-01-08,2025,1,8,36.01,0.0,36.01,USA,Chicago,True,False,False
88,95,ONLINE,2024-07-24,2024,7,24,17.72,0.0,17.72,Germany,Berlin,False,False,True
89,18,INSTORE,2024-06-17,2024,6,17,22.33,4.47,17.86,Australia,Melbourne,False,True,False
90,32,ONLINE,2025-04-24,2025,4,24,37.13,7.43,29.7,UK,London,True,False,False
91,89,ONLINE,2025-01-09,2025,1,9,26.21,0.0,26.21,Germany,Hamburg,False,True,False
92,67,INSTORE,2025-04-10,2025,4,10,20.63,3.09,17.54,Australia,Sydney,False,False,True
93,84,INSTORE,2025-10-15,2025,10,15,51.96,7.79,44.17,Australia,Melbourne,True,False,False
94,46,INSTORE,2025-09-26,2025,9,26,16.78,0.0,16.78,Germany,Berlin,False,False,True
95,30,INSTORE,2024-11-05,2024,11,5,45.64,0.0,45.64,Germany,Hamburg,True,False,False
96,41,ONLINE,2025-05-19,2025,5,19,24.78,0.0,24.78,USA,San Francisco,True,False,False
97,64,INSTORE,2025-04-09,2025,4,9,26.15,3.92,22.23,Canada,Vancouver,False,False,True
98,7,INSTORE,2024-06-07,2024,6,7,14.07,0.0,14.07,Germany,Hamburg,False,False,True
99,8,ONLINE,2024-10-13,2024,10,13,17.01,0.0,17.01,Australia,Melbourne,False,False,True
100,25,INSTORE,2024-08-29,2024,8,29,28.98,4.35,24.63,Germany,Munich,True,False,False
101,50,ONLINE,2025-01-02,2025,1,2,12.89,0.0,12.89,Australia,Brisbane,False,True,False
102,9,ONLINE,2024-04-03,2024,4,3,30.07,4.51,25.56,USA,San Francisco,False,False,True
103,18,ONLINE,2024-09-06,2024,9,6,17.25,0.0,17.25,USA,San Francisco,False,False,True
104,96,ONLINE,2025-08-23,2025,8,23,32.23,0.0,32.23,Australia,Sydney,True,False,False
105,31,ONLINE,2024-10-10,2024,10,10,44.65,4.46,40.19,Australia,Sydney,True,False,False
106,20,ONLINE,2025-11-07,2025,11,7,26.89,0.0,26.89,Canada,Toronto,True,False,False
107,29,ONLINE,2024-11-27,2024,11,27,36.15,0.0,36.15,Canada,Montreal,True,False,False
108,70,ONLINE,2025-03-07,2025,3,7,24.38,0.0,24.38,Canada,Montreal,False,False,True
109,32,ONLINE,2025-06-09,2025,6,9,26.57,2.66,23.91,Germany,Munich,False,True,False
110,48,INSTORE,2025-11-05,2025,11,5,25.34,3.8,21.54,Australia,Sydney,False,True,False
111,70,INSTORE,2025-02-15,2025,2,15,21.28,0.0,21.28,USA,San Francisco,False,False,True
112,83,INSTORE,2024-03-23,2024,3,23,17.44,0.0,17.44,Germany,Berlin,False,False,True
113,57,INSTORE,2025-10-01,2025,10,1,25.63,2.56,23.07,Canada,Vancouver,False,True,False
114,40,INSTORE,2025-06-01,2025,6,1,36.92,7.38,29.54,UK,Manchester,True,False,False
115,86,INSTORE,2024-08-08,2024,8,8,23.08,0.0,23.08,Australia,Brisbane,False,True,False
116,58,INSTORE,2025-02-12,2025,2,12,16.16,0.0,16.16,UK,Manchester,False,False,True
117,31,INSTORE,2025-11-12,2025,11,12,36.42,0.0,36.42,Germany,Munich,False,True,False
118,83,ONLINE,2024-03-28,2024,3,28,17.43,0.0,17.43,USA,New York,False,True,False
119,40,INSTORE,2024-03-02,2024,3,2,20.01,0.0,20.01,Canada,Montreal,False,False,True
120,12,ONLINE,2025-03-09,2025,3,9,22.65,2.27,20.38,UK,Bristol,False,True,False
121,81,ONLINE,2025-08-14,2025,8,14,31.74,4.76,26.98,UK,London,True,False,False
122,44,INSTORE,2024-12-24,2024,12,24,31.5,6.3,25.2,Canada,Toronto,True,False,False
123,60,ONLINE,2025-03-15,2025,3,15,17.09,2.56,14.53,Australia,Sydney,False,False,True
124,72,INSTORE,2024-10-06,2024,10,6,20.42,0.0,20.42,USA,New York,False,True,False
125,25,INSTORE,2025-08-02,2025,8,2,30.79,0.0,30.79,Canada,Toronto,True,False,False
126,34,ONLINE,2025-06-27,2025,6,27,46.82,2.34,44.48,USA,Chicago,False,True,False
127,36,INSTORE,2025-01-13,2025,1,13,37.32,0.0,37.32,UK,London,False,False,True
128,37,ONLINE,2024-02-23,2024,2,23,29.75,5.95,23.8,Australia,Sydney,True,False,False
129,83,INSTORE,2025-03-29,2025,3,29,21.72,2.17,19.55,USA,San Francisco,False,True,False
130,48,ONLINE,2024-08-08,2024,8,8,22.89,1.14,21.75,Germany,Munich,False,True,False
131,73,INSTORE,2025-11-25,2025,11,25,12.09,1.81,10.28,UK,Bristol,False,False,True
132,89,ONLINE,2025-02-08,2025,2,8,36.15,0.0,36.15,USA,New York,True,False,False
133,84,INSTORE,2024-09-18,2024,9,18,41.16,0.0,41.16,Canada,Toronto,False,True,False
134,69,ONLINE,2025-03-16,2025,3,16,37.04,1.85,35.19,Germany,Hamburg,True,False,False
135,84,INSTORE,2025-07-26,2025,7,26,51.48,2.57,48.91,Canada,Montreal,True,False,False
136,32,ONLINE,2025-04-15,2025,4,15,29.41,2.94,26.47,Germany,Berlin,False,True,False
137,16,INSTORE,2025-12-27,2025,12,27,41.78,0.0,41.78,Australia,Melbourne,False,True,False
138,21,INSTORE,2024-06-24,2024,6,24,22.79,0.0,22.79,USA,San Francisco,False,False,True
139,99,INSTORE,2024-09-06,2024,9,6,20.29,1.01,19.28,Germany,Berlin,False,False,True
140,96,INSTORE,2024-11-13,2024,11,13,32.79,0.0,32.79,USA,San Francisco,True,False,False
141,99,ONLINE,2025-10-10,2025,10,10,17.5,1.75,15.75,USA,Chicago,False,False,True
142,95,ONLINE,2025-10-22,2025,10,22,33.88,0.0,33.88,UK,Manchester,True,False,False
143,11,ONLINE,2024-06-26,2024,6,26,16.46,0.0,16.46,UK,London,False,False,True
144,30,INSTORE,2025-07-31,2025,7,31,32.91,3.29,29.62,Germany,Munich,False,False,True
145,47,ONLINE,2025-03-26,2025,3,26,28.57,1.43,27.14,UK,London,False,True,False
146,48,INSTORE,2024-02-27,2024,2,27,23.22,0.0,23.22,UK,Bristol,False,False,True
147,78,ONLINE,2024-02-08,2024,2,8,25.28,5.06,20.22,Germany,Munich,False,True,False
148,83,INSTORE,2024-04-02,2024,4,2,18.59,1.86,16.73,USA,Chicago,False,True,False
149,53,ONLINE,2025-08-08,2025,8,8,17.15,1.71,15.44,USA,San Francisco,False,True,False
150,82,INSTORE,2024-03-04,2024,3,4,30.15,6.03,24.12,Australia,Sydney,True,False,False
151,77,ONLINE,2025-10-23,2025,10,23,38.55,0.0,38.55,USA,Chicago,True,False,False
152,50,ONLINE,2025-06-19,2025,6,19,16.76,0.0,16.76,Germany,Hamburg,False,True,False
153,100,ONLINE,2024-12-12,2024,12,12,16.5,2.48,14.02,Germany,Munich,False,False,True
154,22,INSTORE,2024-04-06,2024,4,6,18.01,0.0,18.01,USA,San Francisco,False,True,False
155,31,ONLINE,2025-08-19,2025,8,19,35.64,0.0,35.64,UK,London,False,True,False
156,100,ONLINE,2025-12-26,2025,12,26,20.43,2.04,18.39,Canada,Montreal,False,True,False
157,75,ONLINE,2025-11-17,2025,11,17,35.1,5.26,29.84,UK,London,False,False,True
158,39,INSTORE,2024-01-19,2024,1,19,23.54,0.0,23.54,Australia,Melbourne,False,True,False
159,57,ONLINE,2024-07-15,2024,7,15,31.38,0.0,31.38,UK,Manchester,True,False,False
160,64,ONLINE,2025-06-03,2025,6,3,25.44,0.0,25.44,UK,London,False,False,True
161,82,ONLINE,2024-06-06,2024,6,6,25.86,5.17,20.69,Australia,Melbourne,True,False,False
162,65,INSTORE,2025-02-24,2025,2,24,25.23,3.78,21.45,Germany,Berlin,False,False,True
163,93,INSTORE,2024-10-18,2024,10,18,30.05,3.01,27.04,Germany,Hamburg,True,False,False
164,67,INSTORE,2024-07-17,2024,7,17,16.69,1.67,15.02,UK,Manchester,False,False,True
165,46,INSTORE,2025-01-26,2025,1,26,33.62,6.72,26.9,Germany,Munich,True,False,False
166,34,ONLINE,2024-09-13,2024,9,13,38.91,1.95,36.96,Australia,Sydney,False,False,True
167,13,ONLINE,2025-12-29,2025,12,29,22.81,0.0,22.81,Australia,Sydney,False,True,False
168,63,ONLINE,2025-06-09,2025,6,9,22.17,0.0,22.17,UK,Manchester,False,True,False
169,67,INSTORE,2024-01-28,2024,1,28,31.96,1.6,30.36,Germany,Munich,True,False,False
170,30,ONLINE,2025-01-30,2025,1,30,33.34,0.0,33.34,UK,London,False,True,False
171,83,INSTORE,2025-10-27,2025,10,27,29.54,0.0,29.54,UK,London,True,False,False
172,98,ONLINE,2025-12-13,2025,12,13,22.21,1.11,21.1,UK,Manchester,False,False,True
173,21,ONLINE,2024-03-22,2024,3,22,25.83,0.0,25.83,Australia,Sydney,False,True,False
174,12,INSTORE,2025-09-15,2025,9,15,33.25,6.65,26.6,Australia,Brisbane,True,False,False
175,55,ONLINE,2024-05-04,2024,5,4,31.61,1.58,30.03,Canada,Vancouver,True,False,False
176,72,ONLINE,2025-05-26,2025,5,26,19.82,1.98,17.84,USA,New York,False,False,True
177,93,INSTORE,2024-05-27,2024,5,27,17.53,0.0,17.53,Canada,Montreal,False,True,False
178,26,ONLINE,2025-03-02,2025,3,2,21.2,3.18,18.02,Canada,Montreal,False,False,True
179,50,ONLINE,2024-03-10,2024,3,10,15.42,3.08,12.34,Australia,Melbourne,False,True,False
180,3,INSTORE,2025-01-31,2025,1,31,27.48,4.12,23.36,USA,Chicago,False,True,False
181,92,ONLINE,2024-12-19,2024,12,19,23.38,3.51,19.87,UK,London,False,False,True
182,71,ONLINE,2024-12-06,2024,12,6,24.11,0.0,24.11,Australia,Brisbane,True,False,False
183,19,INSTORE,2024-06-28,2024,6,28,16.14,0.81,15.33,UK,Bristol,False,False,True
184,42,ONLINE,2025-04-13,2025,4,13,22.06,0.0,22.06,Canada,Toronto,False,True,False
185,56,INSTORE,2024-11-19,2024,11,19,25.01,1.25,23.76,Canada,Toronto,False,False,True
186,64,ONLINE,2024-02-07,2024,2,7,29.57,0.0,29.57,Germany,Munich,False,True,False
187,40,INSTORE,2024-05-07,2024,5,7,22.54,1.13,21.41,UK,Manchester,False,True,False
188,29,INSTORE,2024-07-10,2024,7,10,19.34,0.97,18.37,Germany,Munich,False,False,True
189,18,INSTORE,2024-03-25,2024,3,25,31.64,1.58,30.06,Australia,Melbourne,True,False,False
190,66,ONLINE,2024-11-24,2024,11,24,27.67,0.0,27.67,Australia,Melbourne,True,False,False
191,40,INSTORE,2025-09-09,2025,9,9,30.52,4.58,25.94,UK,Manchester,True,False,False
192,13,INSTORE,2024-02-13,2024,2,13,20.38,1.02,19.36,UK,Manchester,False,False,True
193,89,INSTORE,2025-11-18,2025,11,18,27.97,2.8,25.17,USA,New York,False,True,False
194,92,INSTORE,2025-09-14,2025,9,14,34.76,0.0,34.76,USA,New York,True,False,False
195,59,INSTORE,2025-01-10,2025,1,10,22.88,2.29,20.59,Canada,Montreal,False,True,False
196,8,INSTORE,2025-11-26,2025,11,26,23.35,0.0,23.35,Australia,Sydney,False,True,False
197,14,INSTORE,2024-05-20,2024,5,20,19.56,0.0,19.56,USA,Chicago,False,True,False
198,84,ONLINE,2024-01-27,2024,1,27,42.34,4.23,38.11,Canada,Toronto,False,True,False
199,43,INSTORE,2024-09-25,2024,9,25,19.63,0.98,18.65,Australia,Sydney,False,False,True
200,7,INSTORE,2025-12-11,2025,12,11,24.99,0.0,24.99,Australia,Melbourne,True,False,False
201,8,INSTORE,2024-06-25,2024,6,25,33.29,6.66,26.63,USA,San Francisco,True,False,False
202,26,INSTORE,2024-03-07,2024,3,7,24.73,4.95,19.78,UK,Bristol,False,True,False
203,34,ONLINE,2025-06-04,2025,6,4,54.38,0.0,54.38,Canada,Vancouver,True,False,False
204,63,INSTORE,2024-01-27,2024,1,27,17.82,1.78,16.04,Canada,Vancouver,False,False,True
205,4,ONLINE,2024-05-12,2024,5,12,48.97,0.0,48.97,Germany,Hamburg,True,False,False
206,100,INSTORE,2025-02-24,2025,2,24,17.44,0.0,17.44,Germany,Hamburg,False,False,True
207,39,INSTORE,2024-03-16,2024,3,16,23.63,3.54,20.09,UK,Bristol,False,True,False
208,14,ONLINE,2025-07-18,2025,7,18,31.13,1.56,29.57,UK,London,True,False,False
209,64,ONLINE,2025-06-14,2025,6,14,29.13,0.0,29.13,USA,New York,False,True,False
210,24,INSTORE,2024-08-18,2024,8,18,31.98,0.0,31.98,UK,Bristol,False,False,True
211,42,INSTORE,2025-10-12,2025,10,12,33.76,5.06,28.7,UK,London,True,False,False
212,84,ONLINE,2024-04-05,2024,4,5,40.5,4.05,36.45,Australia,Brisbane,False,False,True
213,43,INSTORE,2025-10-01,2025,10,1,21.6,0.0,21.6,Canada,Montreal,False,False,True
214,68,INSTORE,2025-10-18,2025,10,18,24.93,0.0,24.93,USA,New York,False,False,True
215,49,ONLINE,2025-10-16,2025,10,16,41.31,6.2,35.11,Germany,Hamburg,False,True,False
216,4,INSTORE,2024-11-05,2024,11,5,55.17,11.03,44.14,UK,Bristol,True,False,False
217,4,ONLINE,2024-03-15,2024,3,15,50.3,2.52,47.78,UK,Manchester,True,False,False
218,99,INSTORE,2024-07-27,2024,7,27,17.98,0.0,17.98,Germany,Munich,False,False,True
219,6,INSTORE,2024-12-19,2024,12,19,30.43,6.09,24.34,UK,Bristol,True,False,False
220,79,INSTORE,2024-04-18,2024,4,18,46.68,2.33,44.35,Australia,Brisbane,True,False,False
221,13,ONLINE,2024-09-10,2024,9,10,36.09,0.0,36.09,UK,Manchester,True,False,False
222,23,ONLINE,2025-03-04,2025,3,4,27.89,5.58,22.31,Germany,Hamburg,True,False,False
223,92,ONLINE,2024-11-16,2024,11,16,37.51,1.88,35.63,Australia,Brisbane,True,False,False
224,10,INSTORE,2024-11-11,2024,11,11,31.95,0.0,31.95,Germany,Munich,True,False,False
225,28,ONLINE,2024-09-03,2024,9,3,36.96,0.0,36.96,Australia,Melbourne,False,False,True
226,70,INSTORE,2025-05-21,2025,5,21,31.9,3.19,28.71,USA,San Francisco,False,True,False
227,64,INSTORE,2024-05-17,2024,5,17,25.64,0.0,25.64,USA,San Francisco,False,False,True
228,34,ONLINE,2025-02-14,2025,2,14,35.63,3.56,32.07,UK,London,False,False,True
229,17,ONLINE,2024-10-22,2024,10,22,24.43,2.44,21.99,UK,Bristol,False,True,False
230,55,ONLINE,2025-09-30,2025,9,30,32.5,0.0,32.5,Australia,Melbourne,True,False,False
231,49,INSTORE,2025-07-25,2025,7,25,51.89,0.0,51.89,UK,Manchester,True,False,False
232,33,ONLINE,2024-02-11,2024,2,11,31.48,0.0,31.48,Germany,Hamburg,True,False,False
233,42,ONLINE,2025-04-12,2025,4,12,17.1,1.71,15.39,Germany,Hamburg,False,False,True
234,88,ONLINE,2024-11-22,2024,11,22,18.57,1.86,16.71,UK,Bristol,False,True,False
235,34,INSTORE,2025-06-03,2025,6,3,44.22,4.42,39.8,Australia,Melbourne,False,False,True
236,34,INSTORE,2025-01-12,2025,1,12,40.89,0.0,40.89,Germany,Berlin,False,False,True
237,14,ONLINE,2025-12-05,2025,12,5,11.54,0.58,10.96,Australia,Melbourne,False,False,True
238,20,ONLINE,2024-08-21,2024,8,21,12.41,0.62,11.79,Australia,Brisbane,False,False,True
239,71,INSTORE,2025-09-26,2025,9,26,26.04,5.21,20.83,Australia,Brisbane,True,False,False
240,30,ONLINE,2025-12-18,2025,12,18,46.88,0.0,46.88,USA,Chicago,True,False,False
241,80,INSTORE,2024-06-04,2024,6,4,16.76,0.0,16.76,UK,Manchester,False,False,True
242,81,ONLINE,2025-04-27,2025,4,27,15.75,0.0,15.75,Australia,Brisbane,False,False,True
243,89,INSTORE,2024-11-28,2024,11,28,24.61,1.23,23.38,Canada,Montreal,False,False,True
244,34,INSTORE,2025-06-29,2025,6,29,41.4,0.0,41.4,Canada,Vancouver,False,False,True
245,100,ONLINE,2024-07-15,2024,7,15,19.36,1.94,17.42,Australia,Melbourne,False,True,False
246,12,ONLINE,2024-10-22,2024,10,22,16.26,2.44,13.82,Canada,Vancouver,False,False,True
247,62,INSTORE,2024-12-23,2024,12,23,35.46,0.0,35.46,UK,Manchester,False,True,False
248,29,INSTORE,2025-02-08,2025,2,8,32.06,0.0,32.06,Australia,Melbourne,True,False,False
249,24,INSTORE,2024-03-21,2024,3,21,31.38,4.71,26.67,UK,Bristol,False,True,False
250,38,INSTORE,2024-07-25,2024,7,25,40.39,6.06,34.33,Germany,Berlin,False,False,True
251,11,ONLINE,2025-09-22,2025,9,22,31.23,0.0,31.23,Canada,Toronto,True,False,False
252,95,ONLINE,2024-08-26,2024,8,26,33.02,1.65,31.37,Canada,Montreal,True,False,False
253,99,ONLINE,2025-11-28,2025,11,28,35.67,3.57,32.1,Germany,Berlin,True,False,False
254,98,INSTORE,2025-05-02,2025,5,2,27.77,0.0,27.77,Germany,Hamburg,False,False,True
255,78,ONLINE,2025-10-23,2025,10,23,34.66,5.2,29.46,UK,Manchester,True,False,False
256,75,ONLINE,2024-02-08,2024,2,8,33.93,6.79,27.14,Canada,Montreal,False,True,False
257,15,ONLINE,2025-05-22,2025,5,22,14.79,2.96,11.83,USA,San Francisco,False,False,True
258,15,ONLINE,2024-11-01,2024,11,1,14.44,0.0,14.44,USA,New York,False,True,False
259,61,ONLINE,2025-05-20,2025,5,20,14.98,0.75,14.23,Australia,Brisbane,False,False,True
260,30,ONLINE,2024-12-04,2024,12,4,32.7,1.64,31.06,Canada,Toronto,False,False,True
261,12,INSTORE,2024-12-11,2024,12,11,16.46,2.47,13.99,Canada,Toronto,False,False,True
262,19,INSTORE,2025-10-16,2025,10,16,22.37,2.24,20.13,Canada,Montreal,False,True,False
263,71,ONLINE,2025-11-16,2025,11,16,18.87,0.0,18.87,USA,San Francisco,True,False,False
264,84,INSTORE,2024-01-07,2024,1,7,41.25,0.0,41.25,UK,London,False,True,False
265,42,ONLINE,2024-11-05,2024,11,5,20.44,3.07,17.37,UK,Manchester,False,True,False
266,55,ONLINE,2025-11-14,2025,11,14,18.25,0.0,18.25,Canada,Toronto,False,True,False
267,37,INSTORE,2025-05-29,2025,5,29,22.09,0.0,22.09,Germany,Hamburg,False,False,True
268,24,ONLINE,2024-08-14,2024,8,14,32.85,1.64,31.21,UK,Bristol,True,False,False
269,63,INSTORE,2025-09-12,2025,9,12,18.53,2.78,15.75,Germany,Hamburg,False,True,False
270,79,ONLINE,2025-11-11,2025,11,11,45.29,6.79,38.5,Germany,Hamburg,True,False,False
271,18,INSTORE,2025-04-02,2025,4,2,36.67,3.67,33.0,USA,Chicago,True,False,False
272,72,ONLINE,2025-06-01,2025,6,1,14.84,1.48,13.36,USA,Chicago,False,False,True
273,37,INSTORE,2025-06-16,2025,6,16,35.06,5.26,29.8,Canada,Vancouver,True,False,False
274,1,INSTORE,2024-04-03,2024,4,3,37.52,1.88,35.64,Australia,Melbourne,True,False,False
