order_details_id,order_id,pizza_id,quantity
182,100078,four_cheese_l,1
183,100078,ital_cpcllo_m,2
184,100078,spicy_ital_l,3
185,100078,thai_ckn_s,1
186,100079,ital_cpcllo_l,1
187,100079,pep_msh_pep_s,1
188,100079,thai_ckn_l,1
189,100080,pepperoni_s,1
190,100080,thai_ckn_m,1
191,100081,thai_ckn_l,1
192,100082,big_meat_s,1
193,100082,cali_ckn_m,2
194,100082,spicy_ital_l,2
195,100082,veggie_veg_m,2
196,100083,southw_ckn_s,2
197,100084,pepperoni_l,1
198,100085,classic_dlx_m,1
199,100085,classic_dlx_s,2
200,100085,ital_supr_l,1
201,100085,the_greek_m,1
202,100086,hawaiian_l,1
203,100087,ital_cpcllo_m,2
204,100087,mexicana_m,2
205,100087,spinach_supr_l,1
206,100087,spinach_supr_s,2
207,100088,five_cheese_l,2
208,100089,soppressata_l,2
209,100089,thai_ckn_l,1
210,100090,sicilian_l,1
211,100090,thai_ckn_s,1
212,100091,bbq_ckn_l,2
213,100091,ckn_pesto_s,1
214,100091,pepperoni_s,1
215,100092,bbq_ckn_m,1
216,100092,ital_supr_l,1
217,100092,ital_supr_m,1
218,100092,ital_veggie_s,1
219,100092,pepperoni_m,1
220,100092,peppr_salami_m,2
221,100092,spinach_fet_s,1
222,100092,spinach_supr_s,1
223,100092,the_greek_m,2
224,100093,sicilian_m,1
225,100094,ital_cpcllo_m,2
226,100094,southw_ckn_s,1
227,100095,napolitana_s,2
228,100095,peppr_salami_l,1
229,100096,napolitana_s,2
230,100097,big_meat_s,1
231,100098,classic_dlx_l,1
232,100098,napolitana_l,1
233,100099,ital_supr_l,1
234,100100,hawaiian_l,2
235,100101,cali_ckn_l,2
236,100101,pepperoni_l,1
237,100101,soppressata_l,1
238,100101,spicy_ital_m,1
239,100102,bbq_ckn_s,2
240,100102,prsc_argla_s,1
241,100103,spinach_supr_s,1
242,100104,bbq_ckn_m,2
243,100104,ckn_alfredo_m,1
244,100104,ital_veggie_m,1
245,100104,veggie_veg_l,1
246,100105,hawaiian_s,1
247,100105,pepperoni_l,2
248,100105,prsc_argla_m,2
249,100106,mexicana_l,1
250,100106,spicy_ital_l,2
251,100107,cali_ckn_l,1
252,100107,ital_supr_m,2
253,100107,spicy_ital_l,1
254,100107,veggie_veg_l,1
255,100108,classic_dlx_l,1
256,100108,hawaiian_l,1
257,100108,spinach_supr_l,2
258,100109,ital_cpcllo_l,1
259,100109,ital_supr_l,2
260,100109,pepperoni_m,1
261,100109,prsc_argla_l,2
262,100110,big_meat_s,1
263,100110,napolitana_l,1
264,100110,soppressata_l,1
265,100110,spicy_ital_s,1
266,100111,cali_ckn_m,1
267,100111,five_cheese_l,1
268,100111,pepperoni_m,2
269,100111,spin_pesto_l,1
270,100112,pepperoni_s,1
271,100113,cali_ckn_l,1
272,100113,mexicana_l,1
273,100113,southw_ckn_m,2
274,100114,pepperoni_l,1
275,100114,sicilian_s,1
276,100115,big_meat_s,1
277,100115,napolitana_l,1
278,100115,thai_ckn_m,1
279,100116,five_cheese_l,1
280,100117,peppr_salami_m,2
281,100117,sicilian_l,1
282,100118,prsc_argla_l,1
283,100118,spinach_fet_s,2
284,100119,four_cheese_m,1
285,100120,classic_dlx_s,2
286,100120,hawaiian_s,2
287,100120,spinach_fet_l,1
288,100121,bbq_ckn_m,2
289,100121,four_cheese_l,1
290,100121,sicilian_l,2
291,100121,southw_ckn_l,2
292,100122,ital_supr_m,1
293,100123,ital_cpcllo_s,1
294,100124,bbq_ckn_s,1
295,100124,sicilian_l,1
296,100124,spicy_ital_l,1
297,100124,the_greek_s,1
298,100125,the_greek_xl,2
299,100126,veggie_veg_l,2
300,100127,pepperoni_m,1
301,100128,spicy_ital_s,1
302,100129,big_meat_s,2
303,100129,the_greek_m,2
304,100130,hawaiian_s,2
305,100130,ital_cpcllo_l,1
306,100130,mexicana_m,2
307,100130,southw_ckn_s,1
308,100131,ckn_pesto_l,1
309,100131,five_cheese_l,1
310,100131,green_garden_s,2
311,100131,spinach_supr_s,1
312,100132,pepperoni_s,1
313,100133,bbq_ckn_l,1
314,100133,hawaiian_l,1
315,100133,the_greek_s,2
316,100134,big_meat_s,2
317,100134,southw_ckn_l,2
318,100134,spinach_supr_s,1
319,100135,veggie_veg_l,1
320,100136,five_cheese_l,1
321,100136,peppr_salami_s,2
322,100137,mediterraneo_l,1
323,100137,pepperoni_s,2
324,100137,spicy_ital_m,1
325,100138,cali_ckn_m,1
326,100138,four_cheese_l,1
327,100138,ital_veggie_l,2
328,100138,sicilian_m,2
329,100139,five_cheese_l,1
330,100140,prsc_argla_s,1
331,100140,veggie_veg_m,2
332,100141,classic_dlx_m,2
333,100142,green_garden_m,1
334,100143,cali_ckn_s,1
335,100143,classic_dlx_s,1
336,100143,hawaiian_l,2
337,100143,mexicana_m,2
338,100143,pepperoni_l,1
339,100143,prsc_argla_s,1
340,100143,thai_ckn_l,1
341,100143,veggie_veg_m,1
342,100144,bbq_ckn_m,4
343,100144,big_meat_s,2
344,100144,cali_ckn_l,1
345,100144,ckn_pesto_m,2
346,100144,five_cheese_l,1
347,100144,four_cheese_l,1
348,100144,pep_msh_pep_s,1
349,100144,southw_ckn_l,2
350,100144,southw_ckn_s,1
351,100144,spicy_ital_l,1
352,100144,thai_ckn_m,1
353,100144,veggie_veg_l,1
354,100145,the_greek_s,1
355,100146,cali_ckn_l,2
356,100146,four_cheese_m,2
357,100146,hawaiian_m,1
358,100147,the_greek_xl,2
359,100148,mediterraneo_s,1
360,100149,spinach_fet_m,2
361,100150,pepperoni_m,2
362,100151,southw_ckn_l,2
363,100151,spinach_supr_s,2
364,100152,hawaiian_s,1
365,100152,spinach_fet_l,1
366,100152,thai_ckn_s,2
367,100152,the_greek_m,1
368,100153,mexicana_m,1
369,100154,prsc_argla_s,1
370,100155,ckn_pesto_s,1
371,100155,napolitana_l,2
372,100155,pepperoni_l,1
373,100155,peppr_salami_l,1
374,100156,napolitana_m,1
375,100156,thai_ckn_l,1
376,100157,ital_supr_l,1
377,100157,mediterraneo_m,1
378,100157,sicilian_m,2
379,100157,spin_pesto_m,2
380,100158,ital_veggie_m,2
381,100158,thai_ckn_m,1
382,100159,four_cheese_l,1
383,100159,thai_ckn_m,2
384,100160,classic_dlx_m,1
385,100161,hawaiian_s,1
386,100161,spicy_ital_m,1
387,100161,the_greek_xl,1
388,100162,big_meat_s,2
389,100163,hawaiian_m,1
390,100163,pepperoni_l,2
391,100163,the_greek_m,1
392,100164,cali_ckn_l,1
393,100164,pepperoni_m,1
394,100165,prsc_argla_m,2
395,100166,prsc_argla_s,1
396,100167,bbq_ckn_l,1
397,100167,ital_supr_m,2
398,100167,pepperoni_m,1
399,100168,big_meat_s,2
400,100168,veggie_veg_m,1
401,100169,four_cheese_l,1
402,100169,ital_cpcllo_s,1
403,100169,sicilian_m,1
404,100170,hawaiian_l,2
405,100171,napolitana_m,1
406,100172,napolitana_s,1
407,100172,spinach_supr_m,1
408,100172,thai_ckn_l,1
409,100173,cali_ckn_m,1
410,100173,classic_dlx_m,2
411,100173,veggie_veg_l,1
412,100174,big_meat_s,1
413,100174,cali_ckn_l,1
414,100174,cali_ckn_m,1
415,100174,ital_cpcllo_m,1
416,100175,ital_supr_l,1
417,100176,cali_ckn_l,1
418,100176,peppr_salami_m,2
419,100177,napolitana_s,2
420,100177,thai_ckn_l,2
421,100178,peppr_salami_l,2
422,100179,hawaiian_l,1
423,100179,sicilian_m,1
424,100179,veggie_veg_s,1
425,100180,classic_dlx_l,1
426,100180,prsc_argla_l,2
427,100181,mexicana_l,2
428,100182,brie_carre_s,1
429,100182,peppr_salami_l,1
430,100183,napolitana_m,1
431,100183,spin_pesto_l,2
432,100183,spin_pesto_s,1
433,100184,hawaiian_l,1
434,100185,sicilian_m,2
435,100185,spin_pesto_s,1
436,100186,mexicana_l,1
437,100186,southw_ckn_l,2
438,100186,spin_pesto_l,2
439,100186,thai_ckn_l,1
440,100187,five_cheese_l,1
441,100187,spin_pesto_l,1
442,100188,five_cheese_l,2
443,100188,pepperoni_s,1
444,100188,peppr_salami_l,1
445,100189,big_meat_s,3
446,100189,thai_ckn_s,2
447,100190,bbq_ckn_l,1
448,100190,four_cheese_m,2
449,100190,pep_msh_pep_s,1
450,100190,prsc_argla_l,1
451,100191,cali_ckn_l,1
452,100191,ckn_alfredo_m,1
453,100192,sicilian_s,2
454,100192,southw_ckn_l,2
455,100193,big_meat_s,2
456,100193,cali_ckn_m,2
457,100193,ckn_alfredo_l,1
458,100194,bbq_ckn_s,1
459,100195,bbq_ckn_l,1
460,100196,sicilian_s,1
461,100196,spicy_ital_m,1
462,100196,veggie_veg_m,2
463,100197,four_cheese_l,1
464,100197,ital_cpcllo_l,2
465,100197,ital_veggie_l,2
466,100197,soppressata_l,2
467,100198,big_meat_s,1
468,100198,ckn_alfredo_l,1
469,100199,ckn_alfredo_m,2
470,100200,the_greek_xl,1
471,100201,calabrese_m,1
472,100201,ckn_pesto_l,2
473,100201,ital_supr_l,2
474,100201,the_greek_xl,2
475,100202,cali_ckn_s,2
476,100203,cali_ckn_l,1
477,100203,ital_veggie_m,2
478,100203,pep_msh_pep_l,2
479,100203,the_greek_s,2
480,100204,spicy_ital_l,2
481,100205,cali_ckn_s,2
482,100205,ckn_alfredo_m,1
483,100205,prsc_argla_s,1
484,100206,napolitana_m,2
485,100206,pepperoni_s,1
486,100206,spicy_ital_l,1
487,100207,spicy_ital_l,2
488,100208,bbq_ckn_l,1
489,100208,bbq_ckn_s,1
490,100208,ckn_alfredo_m,1
491,100208,pepperoni_m,2
492,100208,the_greek_m,2
493,100209,cali_ckn_l,1
494,100210,spinach_fet_s,1
495,100211,pepperoni_s,1
496,100212,ital_cpcllo_l,1
497,100213,four_cheese_l,2
498,100214,ital_cpcllo_l,1
499,100214,ital_supr_m,1
500,100214,mexicana_s,1
501,100214,spin_pesto_m,2
502,100215,green_garden_s,1
503,100216,bbq_ckn_m,1
504,100216,five_cheese_l,2
505,100216,hawaiian_l,2
506,100217,classic_dlx_m,1
507,100217,spinach_fet_s,2
508,100218,spicy_ital_m,1
509,100219,bbq_ckn_l,2
510,100219,five_cheese_l,1
511,100219,peppr_salami_m,1
512,100219,spinach_fet_m,1
513,100220,hawaiian_s,1
514,100220,ital_cpcllo_s,1
515,100220,napolitana_l,1
516,100220,spicy_ital_l,1
517,100221,five_cheese_l,2
518,100221,prsc_argla_m,2
519,100221,the_greek_s,1
520,100222,four_cheese_l,1
521,100222,sicilian_s,2
522,100223,pep_msh_pep_s,1
523,100224,ckn_alfredo_s,1
524,100224,ital_supr_m,1
525,100224,napolitana_m,1
526,100224,thai_ckn_l,1
527,100225,bbq_ckn_l,2
528,100225,bbq_ckn_m,1
529,100225,southw_ckn_s,1
530,100226,classic_dlx_l,1
531,100227,bbq_ckn_m,1
532,100227,the_greek_m,1
533,100228,ital_veggie_s,1
534,100229,ital_veggie_l,1
535,100229,prsc_argla_l,1
536,100229,spin_pesto_s,1
537,100230,thai_ckn_m,2
538,100231,cali_ckn_l,1
539,100231,napolitana_s,1
540,100231,prsc_argla_s,2
541,100232,bbq_ckn_m,2
542,100232,spinach_supr_l,1
543,100233,spinach_fet_s,1
544,100234,ckn_alfredo_m,1
545,100234,ital_supr_s,1
546,100234,napolitana_m,2
547,100235,cali_ckn_m,1
548,100236,classic_dlx_l,1
549,100236,green_garden_m,2
550,100237,green_garden_s,1
551,100238,spin_pesto_l,1
552,100239,ital_supr_l,1
553,100239,thai_ckn_m,2
554,100240,four_cheese_m,1
555,100241,sicilian_m,1
556,100241,spinach_supr_l,1
557,100242,calabrese_m,1
558,100242,thai_ckn_l,1
559,100242,veggie_veg_m,2
560,100243,classic_dlx_l,2
561,100243,spinach_supr_s,2
562,100244,ital_supr_s,1
563,100244,spicy_ital_l,1
564,100245,bbq_ckn_l,1
565,100245,ckn_pesto_l,1
566,100246,ckn_alfredo_m,1
567,100246,pepperoni_l,1
568,100247,hawaiian_m,1
569,100247,sicilian_m,1
570,100247,spinach_supr_s,1
571,100248,hawaiian_s,1
572,100248,thai_ckn_l,2
573,100249,bbq_ckn_l,1
574,100249,calabrese_s,1
575,100250,four_cheese_m,1
576,100251,mexicana_m,2
577,100252,prsc_argla_m,2
578,100253,brie_carre_s,1
579,100254,bbq_ckn_l,1
580,100254,brie_carre_s,1
581,100254,five_cheese_l,2
582,100255,five_cheese_l,2
583,100255,green_garden_m,1
584,100255,hawaiian_l,1
585,100255,spinach_fet_m,1
586,100256,pep_msh_pep_l,1
587,100257,cali_ckn_l,1
588,100257,ckn_alfredo_l,2
589,100258,classic_dlx_m,1
590,100259,pepperoni_l,1
591,100260,five_cheese_l,2
592,100260,the_greek_l,1
593,100261,brie_carre_s,1
594,100262,cali_ckn_m,2
595,100263,spin_pesto_l,2
596,100264,mexicana_m,1
597,100265,ckn_alfredo_m,2
598,100265,mexicana_l,2
599,100265,sicilian_m,2
600,100265,spicy_ital_l,2
601,100266,peppr_salami_m,1
602,100267,four_cheese_l,1
603,100267,mediterraneo_l,2
604,100267,napolitana_s,1
605,100268,ital_supr_l,2
606,100268,pepperoni_s,2
607,100269,ckn_alfredo_m,2
608,100270,southw_ckn_l,1
609,100270,spin_pesto_l,2
610,100270,thai_ckn_l,1
611,100271,big_meat_s,1
612,100271,cali_ckn_m,2
613,100271,ckn_alfredo_m,1
614,100271,ckn_pesto_l,1
615,100271,classic_dlx_m,1
616,100271,ital_supr_m,1
617,100271,sicilian_s,1
618,100271,soppressata_m,1
619,100271,southw_ckn_m,1
620,100271,the_greek_s,1
621,100272,ital_supr_m,1
622,100273,soppressata_s,1
623,100274,four_cheese_l,1
624,100274,thai_ckn_l,1
625,100275,classic_dlx_l,2
626,100275,five_cheese_l,1
627,100275,pepperoni_s,1
628,100275,sicilian_m,2
629,100276,five_cheese_l,1
630,100276,spicy_ital_l,2
631,100277,four_cheese_m,2
632,100278,ital_veggie_m,2
633,100278,southw_ckn_l,1
634,100279,cali_ckn_m,2
635,100279,ckn_alfredo_m,1
636,100280,prsc_argla_m,1
637,100280,veggie_veg_m,2
638,100281,sicilian_s,2
639,100282,classic_dlx_s,1
640,100282,five_cheese_l,1
641,100282,peppr_salami_l,1
642,100282,spin_pesto_l,1
643,100283,napolitana_m,1
644,100284,four_cheese_m,1
645,100284,hawaiian_s,2
646,100284,napolitana_m,2
647,100285,prsc_argla_l,1
648,100286,ital_supr_m,2
649,100286,peppr_salami_l,1
650,100287,ital_supr_m,2
651,100287,pep_msh_pep_m,1
652,100287,pepperoni_m,1
653,100287,sicilian_s,2
654,100288,brie_carre_s,2
655,100288,prsc_argla_l,1
656,100288,spinach_supr_l,2
657,100289,five_cheese_l,1
658,100290,classic_dlx_s,1
659,100290,veggie_veg_m,1
660,100291,bbq_ckn_l,2
661,100291,ckn_alfredo_m,2
662,100291,four_cheese_m,2
663,100292,spin_pesto_m,1
664,100292,spinach_fet_l,1
665,100293,classic_dlx_s,1
666,100293,ital_veggie_s,1
667,100294,bbq_ckn_m,2
668,100294,ital_supr_l,1
669,100294,thai_ckn_l,2
670,100295,cali_ckn_m,1
671,100296,green_garden_s,1
672,100296,ital_cpcllo_s,2
673,100296,thai_ckn_m,1
674,100297,southw_ckn_m,1
675,100298,cali_ckn_m,1
676,100298,cali_ckn_s,1
677,100298,ckn_alfredo_m,1
678,100298,classic_dlx_s,1
679,100299,classic_dlx_s,2
680,100299,spinach_fet_m,1
681,100300,big_meat_s,2
682,100300,ital_cpcllo_s,2
683,100300,ital_veggie_s,1
684,100300,spinach_supr_s,2
685,100301,napolitana_l,1
686,100302,peppr_salami_l,1
687,100303,big_meat_s,2
688,100303,ital_cpcllo_m,2
689,100303,pepperoni_s,1
690,100304,hawaiian_s,1
691,100304,mexicana_l,1
692,100305,pepperoni_l,2
693,100305,sicilian_s,1
694,100305,spicy_ital_m,1
695,100306,big_meat_s,1
696,100306,hawaiian_s,1
697,100306,napolitana_m,1
698,100307,classic_dlx_l,1
699,100307,thai_ckn_m,2
700,100308,hawaiian_l,1
701,100308,pep_msh_pep_l,1
702,100308,thai_ckn_s,2
703,100309,five_cheese_l,2
704,100309,peppr_salami_m,2
705,100310,hawaiian_s,1
706,100310,thai_ckn_s,2
707,100311,sicilian_l,1
708,100312,big_meat_s,1
709,100312,brie_carre_s,2
710,100312,ckn_alfredo_m,1
711,100312,sicilian_m,1
712,100313,classic_dlx_m,1
713,100314,calabrese_m,1
714,100314,five_cheese_l,1
715,100314,green_garden_m,2
716,100314,hawaiian_m,2
717,100314,veggie_veg_m,1
718,100315,classic_dlx_m,1
719,100316,hawaiian_s,1
720,100316,ital_supr_m,1
721,100317,cali_ckn_s,2
722,100317,classic_dlx_m,2
723,100317,four_cheese_l,1
724,100317,hawaiian_s,2
725,100317,pep_msh_pep_l,2
726,100317,prsc_argla_s,2
727,100317,spinach_fet_s,1
728,100318,ital_cpcllo_l,1
729,100318,mexicana_l,1
730,100318,soppressata_s,1
731,100318,spicy_ital_l,1
732,100319,ital_supr_m,2
733,100320,cali_ckn_m,1
734,100320,ckn_pesto_l,1
735,100321,ital_supr_l,1
736,100322,cali_ckn_l,1
737,100322,ckn_pesto_l,2
738,100322,classic_dlx_s,1
739,100322,thai_ckn_l,2
740,100323,classic_dlx_m,2
741,100324,five_cheese_l,1
742,100325,classic_dlx_s,1
743,100325,veggie_veg_s,2
744,100326,cali_ckn_m,2
745,100326,spinach_supr_l,1
746,100327,classic_dlx_m,1
747,100328,mediterraneo_l,1
748,100329,spicy_ital_l,1
749,100329,spinach_supr_m,1
750,100330,big_meat_s,2
751,100330,ckn_alfredo_m,1
752,100330,classic_dlx_m,1
753,100330,classic_dlx_s,2
754,100330,five_cheese_l,1
755,100330,four_cheese_l,3
756,100330,hawaiian_l,2
757,100330,pep_msh_pep_l,1
758,100330,peppr_salami_s,1
759,100330,sicilian_l,1
760,100330,spicy_ital_l,1
761,100330,spicy_ital_m,2
762,100330,spinach_fet_l,1
763,100330,the_greek_m,1
764,100331,prsc_argla_m,1
765,100332,sicilian_m,2
766,100332,southw_ckn_l,2
767,100332,thai_ckn_m,2
768,100333,ckn_alfredo_m,2
769,100334,calabrese_l,2
770,100334,pepperoni_m,1
771,100334,southw_ckn_m,1
772,100334,thai_ckn_l,1
773,100335,mediterraneo_l,1
774,100336,prsc_argla_l,1
775,100337,hawaiian_l,1
776,100337,pepperoni_l,2
777,100338,mexicana_l,1
778,100338,thai_ckn_l,1
779,100338,the_greek_xl,2
780,100339,spicy_ital_m,1
781,100340,peppr_salami_s,2
782,100341,bbq_ckn_m,1
783,100341,pepperoni_s,2
784,100342,sicilian_l,2
785,100342,southw_ckn_l,1
786,100343,five_cheese_l,2
787,100343,four_cheese_m,1
788,100344,ital_cpcllo_m,1
789,100345,peppr_salami_s,1
790,100345,spinach_fet_s,1
791,100346,green_garden_s,1
792,100346,hawaiian_s,1
793,100346,ital_cpcllo_l,1
794,100346,napolitana_s,2
795,100347,spinach_fet_l,2
796,100347,thai_ckn_l,1
797,100347,veggie_veg_m,2
798,100348,classic_dlx_m,1
799,100348,thai_ckn_l,1
800,100348,thai_ckn_s,2
801,100349,pepperoni_l,1
802,100350,classic_dlx_l,2
803,100350,pepperoni_m,2
804,100350,spicy_ital_s,1
805,100351,big_meat_s,1
806,100351,hawaiian_m,1
807,100352,big_meat_s,1
808,100352,ital_cpcllo_l,1
809,100353,bbq_ckn_l,2
810,100353,cali_ckn_l,1
811,100353,prsc_argla_s,1
812,100354,green_garden_s,1
813,100354,veggie_veg_l,1
814,100355,ckn_alfredo_m,1
815,100355,ital_supr_m,2
816,100356,ckn_alfredo_m,1
817,100357,cali_ckn_l,2
818,100357,southw_ckn_s,1
819,100357,spinach_fet_s,1
820,100358,ital_supr_m,2
821,100359,green_garden_m,1
822,100359,thai_ckn_l,1
823,100360,bbq_ckn_l,1
824,100360,green_garden_s,1
825,100360,hawaiian_s,1
826,100361,big_meat_s,3
827,100361,ital_cpcllo_s,1
828,100362,bbq_ckn_m,2
829,100362,mexicana_l,1
830,100363,mediterraneo_l,2
831,100363,mexicana_l,1
832,100364,ital_supr_m,1
833,100364,the_greek_xl,1
834,100365,four_cheese_m,1
835,100365,mediterraneo_l,1
836,100365,pepperoni_m,1
837,100366,ital_cpcllo_l,1
838,100367,hawaiian_l,1
839,100367,spinach_fet_m,2
840,100368,spin_pesto_m,1
841,100368,thai_ckn_l,1
842,100369,spinach_fet_m,1
843,100370,four_cheese_l,1
844,100370,hawaiian_s,2
845,100371,pepperoni_m,2
846,100372,spinach_fet_s,1
847,100373,ckn_pesto_s,2
848,100373,classic_dlx_m,1
849,100373,sicilian_l,1
850,100374,big_meat_s,1
851,100374,ckn_alfredo_m,1
852,100374,peppr_salami_s,1
853,100375,mexicana_m,2
854,100376,the_greek_xl,1
855,100376,veggie_veg_l,2
856,100377,hawaiian_m,1
857,100377,thai_ckn_l,1
858,100378,ital_veggie_s,2
859,100379,thai_ckn_l,1
860,100380,calabrese_m,1
861,100380,cali_ckn_m,2
862,100381,southw_ckn_m,1
863,100382,thai_ckn_s,1
864,100382,veggie_veg_m,2
865,100383,spicy_ital_m,1
866,100384,hawaiian_s,1
867,100384,ital_cpcllo_m,1
868,100384,mediterraneo_m,2
869,100384,the_greek_s,1
870,100385,veggie_veg_l,2
871,100386,ital_veggie_s,2
872,100386,soppressata_m,2
873,100386,thai_ckn_m,1
874,100387,bbq_ckn_s,2
875,100387,big_meat_s,1
876,100387,ckn_pesto_m,1
877,100387,five_cheese_l,1
878,100387,pepperoni_s,1
879,100387,spicy_ital_l,1
880,100387,spinach_fet_s,1
881,100388,bbq_ckn_s,1
882,100388,ckn_alfredo_m,1
883,100388,mediterraneo_m,1
884,100388,veggie_veg_s,1
885,100389,spin_pesto_l,2
886,100390,pep_msh_pep_l,1
887,100391,the_greek_m,1
888,100392,big_meat_s,2
889,100392,calabrese_s,1
890,100392,cali_ckn_l,1
891,100392,pepperoni_s,1
892,100392,prsc_argla_l,2
893,100392,sicilian_l,1
894,100392,soppressata_l,1
